codigo_unidade,coef_efeito_unidade,modelo
10082,-0.6934661295173485,PPML-FE + Caged feminino pre-corte
10083,0.47403900459383663,PPML-FE + Caged feminino pre-corte
10084,0.3505102043610774,PPML-FE + Caged feminino pre-corte
10085,-0.663093599598534,PPML-FE + Caged feminino pre-corte
1009,0.1034169804679516,PPML-FE + Caged feminino pre-corte
1010,0.9098054343783732,PPML-FE + Caged feminino pre-corte
101601,-0.46659586970934597,PPML-FE + Caged feminino pre-corte
101602,-0.9570575740043505,PPML-FE + Caged feminino pre-corte
101603,0.37560024741457476,PPML-FE + Caged feminino pre-corte
101604,-1.0417724207970374,PPML-FE + Caged feminino pre-corte
101605,0.13854941530791656,PPML-FE + Caged feminino pre-corte
101606,-0.20361116579903626,PPML-FE + Caged feminino pre-corte
101607,0.4162127910742603,PPML-FE + Caged feminino pre-corte
101801,0.4651166487350135,PPML-FE + Caged feminino pre-corte
101802,-0.2173922230422886,PPML-FE + Caged feminino pre-corte
101803,-1.1986173271002238,PPML-FE + Caged feminino pre-corte
1019601,-1.1731123288931697,PPML-FE + Caged feminino pre-corte
1019602,0.07532067205039031,PPML-FE + Caged feminino pre-corte
1019603,-0.2982781737786424,PPML-FE + Caged feminino pre-corte
1019604,-0.8870230714172666,PPML-FE + Caged feminino pre-corte
1019605,-0.9599631860111846,PPML-FE + Caged feminino pre-corte
1019606,-0.4648180663213802,PPML-FE + Caged feminino pre-corte
1019607,-0.01232026198356431,PPML-FE + Caged feminino pre-corte
1019609,-0.16468580024165966,PPML-FE + Caged feminino pre-corte
1019610,-0.5289972999800789,PPML-FE + Caged feminino pre-corte
1019611,-1.1273977424611,PPML-FE + Caged feminino pre-corte
1019612,0.6943379387837566,PPML-FE + Caged feminino pre-corte
1019613,-0.5028305347121246,PPML-FE + Caged feminino pre-corte
1019614,0.21348237318708124,PPML-FE + Caged feminino pre-corte
1019615,-1.1447350183422964,PPML-FE + Caged feminino pre-corte
1019616,-1.016830214162789,PPML-FE + Caged feminino pre-corte
1019618,-0.6159849176087654,PPML-FE + Caged feminino pre-corte
1019619,-0.8843208258717198,PPML-FE + Caged feminino pre-corte
1019620,-0.5539221386926283,PPML-FE + Caged feminino pre-corte
1019621,-0.5578123269638711,PPML-FE + Caged feminino pre-corte
1019623,0.2541584598826779,PPML-FE + Caged feminino pre-corte
1019624,-0.9426543323329108,PPML-FE + Caged feminino pre-corte
1019625,-1.251655137738515,PPML-FE + Caged feminino pre-corte
1019626,-1.2792616923360716,PPML-FE + Caged feminino pre-corte
1019627,-0.8139818562956453,PPML-FE + Caged feminino pre-corte
1019628,-0.24553638826691926,PPML-FE + Caged feminino pre-corte
1019630,-0.8682583779109515,PPML-FE + Caged feminino pre-corte
1019631,0.04481695634159638,PPML-FE + Caged feminino pre-corte
1019632,0.608111531585129,PPML-FE + Caged feminino pre-corte
1019633,-0.8215582137318626,PPML-FE + Caged feminino pre-corte
1019801,0.40360417292959405,PPML-FE + Caged feminino pre-corte
1019802,-0.4419890468454903,PPML-FE + Caged feminino pre-corte
1019803,0.24807422414669522,PPML-FE + Caged feminino pre-corte
1019804,-1.0199143216248912,PPML-FE + Caged feminino pre-corte
1019806,-0.6016311896170176,PPML-FE + Caged feminino pre-corte
1019807,-0.5676043481497736,PPML-FE + Caged feminino pre-corte
1019808,-0.6517239736724338,PPML-FE + Caged feminino pre-corte
1019809,-0.7365388209199119,PPML-FE + Caged feminino pre-corte
1019810,-1.3625893674920857,PPML-FE + Caged feminino pre-corte
1019811,-1.3539389864322575,PPML-FE + Caged feminino pre-corte
1019815,-0.40283066744271606,PPML-FE + Caged feminino pre-corte
1019818,-0.5046771080972634,PPML-FE + Caged feminino pre-corte
1019820,-0.45950349601581447,PPML-FE + Caged feminino pre-corte
1019821,0.16447120030848272,PPML-FE + Caged feminino pre-corte
1019822,-0.051522763677925985,PPML-FE + Caged feminino pre-corte
1019824,-0.2952740970250711,PPML-FE + Caged feminino pre-corte
1019826,0.04481695634159651,PPML-FE + Caged feminino pre-corte
1019827,0.34520915165174637,PPML-FE + Caged feminino pre-corte
1019828,0.21977982329903623,PPML-FE + Caged feminino pre-corte
1019829,-0.5148968333701708,PPML-FE + Caged feminino pre-corte
1019830,-0.32674856654416595,PPML-FE + Caged feminino pre-corte
1019831,0.4452682645986893,PPML-FE + Caged feminino pre-corte
102601,-0.06812182726130646,PPML-FE + Caged feminino pre-corte
102602,0.55693247801681,PPML-FE + Caged feminino pre-corte
102604,0.6457277447730904,PPML-FE + Caged feminino pre-corte
102605,0.6785844972589633,PPML-FE + Caged feminino pre-corte
102606,0.6147821522175944,PPML-FE + Caged feminino pre-corte
1026601,0.5530828764740682,PPML-FE + Caged feminino pre-corte
1026602,-0.015718242627319686,PPML-FE + Caged feminino pre-corte
1026603,-0.046830265300917565,PPML-FE + Caged feminino pre-corte
1026604,0.6562205655466772,PPML-FE + Caged feminino pre-corte
1026801,-0.1633701525858678,PPML-FE + Caged feminino pre-corte
1026802,0.9803115776501844,PPML-FE + Caged feminino pre-corte
1026803,-0.22435449481409317,PPML-FE + Caged feminino pre-corte
1026805,0.7916076229358875,PPML-FE + Caged feminino pre-corte
1026806,0.5709223426297301,PPML-FE + Caged feminino pre-corte
1026807,0.8549031009171225,PPML-FE + Caged feminino pre-corte
1026809,0.4147376409186242,PPML-FE + Caged feminino pre-corte
1026810,0.8821070000023188,PPML-FE + Caged feminino pre-corte
1026811,0.15207407948718543,PPML-FE + Caged feminino pre-corte
102802,-1.0836729977556316,PPML-FE + Caged feminino pre-corte
102803,-0.7769351284381713,PPML-FE + Caged feminino pre-corte
103601,-1.2323902215679683,PPML-FE + Caged feminino pre-corte
103602,-0.6910070310554197,PPML-FE + Caged feminino pre-corte
103604,-0.48273959492575447,PPML-FE + Caged feminino pre-corte
103605,-0.15290671468675213,PPML-FE + Caged feminino pre-corte
103606,-0.16074402946714172,PPML-FE + Caged feminino pre-corte
103607,0.49007098210763633,PPML-FE + Caged feminino pre-corte
103801,-0.1607440294671416,PPML-FE + Caged feminino pre-corte
103802,0.25848181601001097,PPML-FE + Caged feminino pre-corte
103804,-0.8291922100539734,PPML-FE + Caged feminino pre-corte
103805,-0.1900171035092036,PPML-FE + Caged feminino pre-corte
103806,-2.4603805723980106,PPML-FE + Caged feminino pre-corte
103807,0.3420393058267487,PPML-FE + Caged feminino pre-corte
107601,-1.004587640812757,PPML-FE + Caged feminino pre-corte
107602,0.16067302358865354,PPML-FE + Caged feminino pre-corte
107603,-0.22995935785838845,PPML-FE + Caged feminino pre-corte
107604,0.10492262240115029,PPML-FE + Caged feminino pre-corte
107605,-0.036351841200254684,PPML-FE + Caged feminino pre-corte
107606,-0.18194833440143124,PPML-FE + Caged feminino pre-corte
107607,0.2331424399466057,PPML-FE + Caged feminino pre-corte
107608,-0.3539509457994868,PPML-FE + Caged feminino pre-corte
107609,0.3348702402655153,PPML-FE + Caged feminino pre-corte
107610,0.641617307637161,PPML-FE + Caged feminino pre-corte
107801,-0.9089070049628568,PPML-FE + Caged feminino pre-corte
107802,-1.923416891523115,PPML-FE + Caged feminino pre-corte
107803,-1.3934652621474846,PPML-FE + Caged feminino pre-corte
11001,-0.1560562264373131,PPML-FE + Caged feminino pre-corte
11003,0.1667361423110598,PPML-FE + Caged feminino pre-corte
11004,0.3133184994976699,PPML-FE + Caged feminino pre-corte
11006,0.7685433227456372,PPML-FE + Caged feminino pre-corte
11007,-0.13218233991069597,PPML-FE + Caged feminino pre-corte
11008,0.23862310076290189,PPML-FE + Caged feminino pre-corte
11009,-0.12630117247788564,PPML-FE + Caged feminino pre-corte
11010,0.1080743170052251,PPML-FE + Caged feminino pre-corte
1120201,-1.6525632917928454,PPML-FE + Caged feminino pre-corte
1120601,0.5224041895821698,PPML-FE + Caged feminino pre-corte
1120602,0.6660304461456169,PPML-FE + Caged feminino pre-corte
1120603,0.5150862111828289,PPML-FE + Caged feminino pre-corte
1120604,0.40955742847828003,PPML-FE + Caged feminino pre-corte
1120605,0.4073291046584274,PPML-FE + Caged feminino pre-corte
1120606,0.7125916366906915,PPML-FE + Caged feminino pre-corte
1120801,-0.013451641736832226,PPML-FE + Caged feminino pre-corte
1120802,0.39911588076542714,PPML-FE + Caged feminino pre-corte
1120804,0.3771341693406677,PPML-FE + Caged feminino pre-corte
121001,-1.6353307399307688,PPML-FE + Caged feminino pre-corte
123601,-0.47553249030199307,PPML-FE + Caged feminino pre-corte
123603,-0.6474526712034314,PPML-FE + Caged feminino pre-corte
123801,-2.1615373097936095,PPML-FE + Caged feminino pre-corte
2001,-0.8249564765160591,PPML-FE + Caged feminino pre-corte
2002,-1.6401241643036482,PPML-FE + Caged feminino pre-corte
2003,-1.2915499412304297,PPML-FE + Caged feminino pre-corte
2004,0.7090248849796639,PPML-FE + Caged feminino pre-corte
2005,-0.6731170242724733,PPML-FE + Caged feminino pre-corte
2006,-0.6934661295173484,PPML-FE + Caged feminino pre-corte
2009,-0.09739929967175028,PPML-FE + Caged feminino pre-corte
2010,0.22216493961627642,PPML-FE + Caged feminino pre-corte
2011,-0.2916028380337296,PPML-FE + Caged feminino pre-corte
2012,-0.5679618948751189,PPML-FE + Caged feminino pre-corte
2013,-0.9231368646238269,PPML-FE + Caged feminino pre-corte
2014,-0.49780931129203926,PPML-FE + Caged feminino pre-corte
2015,-0.2312688224663441,PPML-FE + Caged feminino pre-corte
2016,0.0798014212354183,PPML-FE + Caged feminino pre-corte
2018,-0.4086641820368642,PPML-FE + Caged feminino pre-corte
2019,-1.090820659399433,PPML-FE + Caged feminino pre-corte
2020,-0.2509820694603714,PPML-FE + Caged feminino pre-corte
2022,-1.0318081690004977,PPML-FE + Caged feminino pre-corte
2024,-2.257973412754138,PPML-FE + Caged feminino pre-corte
2025,0.683144402555926,PPML-FE + Caged feminino pre-corte
2026,-0.7792077881622096,PPML-FE + Caged feminino pre-corte
2028,-0.06930321941655908,PPML-FE + Caged feminino pre-corte
2029,0.970666064180257,PPML-FE + Caged feminino pre-corte
2031,-0.8976890717163232,PPML-FE + Caged feminino pre-corte
2032,-0.9625427078695014,PPML-FE + Caged feminino pre-corte
2034,-0.7142319109352754,PPML-FE + Caged feminino pre-corte
2035,-0.6433392724966269,PPML-FE + Caged feminino pre-corte
2036,0.08931424101990253,PPML-FE + Caged feminino pre-corte
2037,0.1264910657604449,PPML-FE + Caged feminino pre-corte
2038,-0.7461999724993802,PPML-FE + Caged feminino pre-corte
2039,0.5516785091555508,PPML-FE + Caged feminino pre-corte
2040,-0.40093672209067466,PPML-FE + Caged feminino pre-corte
2041,-1.4952659284593675,PPML-FE + Caged feminino pre-corte
2042,-0.2576396735242032,PPML-FE + Caged feminino pre-corte
2043,0.005436813625078262,PPML-FE + Caged feminino pre-corte
2044,-0.6144115285335906,PPML-FE + Caged feminino pre-corte
2045,-1.255241675903618,PPML-FE + Caged feminino pre-corte
2046,0.3863745297142221,PPML-FE + Caged feminino pre-corte
204601,-0.7226609759975908,PPML-FE + Caged feminino pre-corte
204602,1.014534614696695,PPML-FE + Caged feminino pre-corte
2047,-0.7570837616816399,PPML-FE + Caged feminino pre-corte
2048,0.5151596970426362,PPML-FE + Caged feminino pre-corte
204804,-0.6668184324596209,PPML-FE + Caged feminino pre-corte
204805,0.08972055431292845,PPML-FE + Caged feminino pre-corte
204806,0.12088774827429703,PPML-FE + Caged feminino pre-corte
2049,0.5486854927603353,PPML-FE + Caged feminino pre-corte
2052,-0.08044782491643107,PPML-FE + Caged feminino pre-corte
2053,0.22630480067256462,PPML-FE + Caged feminino pre-corte
2054,-0.6433392724966269,PPML-FE + Caged feminino pre-corte
2055,-0.5063169986415793,PPML-FE + Caged feminino pre-corte
2056,-0.6144115285335906,PPML-FE + Caged feminino pre-corte
205601,0.9578295899532826,PPML-FE + Caged feminino pre-corte
205602,0.18696258274798067,PPML-FE + Caged feminino pre-corte
2057,-1.6401241643036477,PPML-FE + Caged feminino pre-corte
2058,-1.0035346619507515,PPML-FE + Caged feminino pre-corte
205801,-0.19136823911719728,PPML-FE + Caged feminino pre-corte
2060,-0.7904532395330378,PPML-FE + Caged feminino pre-corte
2061,-0.7792077881622096,PPML-FE + Caged feminino pre-corte
2062,-1.808559358559597,PPML-FE + Caged feminino pre-corte
2063,-0.8486272150904692,PPML-FE + Caged feminino pre-corte
206601,-0.6474526712034316,PPML-FE + Caged feminino pre-corte
206602,-0.10340633139463495,PPML-FE + Caged feminino pre-corte
206603,0.04481695634159619,PPML-FE + Caged feminino pre-corte
206605,0.10391629977794695,PPML-FE + Caged feminino pre-corte
206606,0.2107712933030871,PPML-FE + Caged feminino pre-corte
208601,-0.5558653461346844,PPML-FE + Caged feminino pre-corte
208603,-0.8394620599728588,PPML-FE + Caged feminino pre-corte
208604,-0.3012912836463568,PPML-FE + Caged feminino pre-corte
208605,-1.0323463498799665,PPML-FE + Caged feminino pre-corte
208606,-0.6016311896170176,PPML-FE + Caged feminino pre-corte
208607,-0.7458985371662042,PPML-FE + Caged feminino pre-corte
208608,0.14822849416112302,PPML-FE + Caged feminino pre-corte
208801,-0.6517239736724337,PPML-FE + Caged feminino pre-corte
208803,-0.5881694438537474,PPML-FE + Caged feminino pre-corte
209601,-0.26426337688438883,PPML-FE + Caged feminino pre-corte
209602,-0.15812477258419344,PPML-FE + Caged feminino pre-corte
209603,-1.2247864572907932,PPML-FE + Caged feminino pre-corte
209604,-0.8524489566176786,PPML-FE + Caged feminino pre-corte
209605,-0.7482521747014923,PPML-FE + Caged feminino pre-corte
209606,-0.7965230317001909,PPML-FE + Caged feminino pre-corte
209607,-0.3699807555787821,PPML-FE + Caged feminino pre-corte
209608,-0.2370098187235148,PPML-FE + Caged feminino pre-corte
209609,-0.0398324830147367,PPML-FE + Caged feminino pre-corte
209610,-0.262810347133521,PPML-FE + Caged feminino pre-corte
209803,-0.4648180663213802,PPML-FE + Caged feminino pre-corte
209804,-1.3669426143772236,PPML-FE + Caged feminino pre-corte
227601,-0.08135971036998327,PPML-FE + Caged feminino pre-corte
227602,-1.5907679382873414,PPML-FE + Caged feminino pre-corte
227801,0.5952519128797751,PPML-FE + Caged feminino pre-corte
3001,0.035844897793385525,PPML-FE + Caged feminino pre-corte
3002,0.480475887580693,PPML-FE + Caged feminino pre-corte
3003,0.14008574493501783,PPML-FE + Caged feminino pre-corte
3004,-0.3932679029050074,PPML-FE + Caged feminino pre-corte
3005,-0.10886079043759923,PPML-FE + Caged feminino pre-corte
3006,0.9843506988478615,PPML-FE + Caged feminino pre-corte
3007,-0.5063169986415794,PPML-FE + Caged feminino pre-corte
3008,-0.5589222759732617,PPML-FE + Caged feminino pre-corte
3009,-1.3291906805913603,PPML-FE + Caged feminino pre-corte
3010,-0.19296159356952214,PPML-FE + Caged feminino pre-corte
3011,-1.046244419438504,PPML-FE + Caged feminino pre-corte
3012,0.6831444025559258,PPML-FE + Caged feminino pre-corte
3013,0.11732482257199169,PPML-FE + Caged feminino pre-corte
3014,1.306955922848881,PPML-FE + Caged feminino pre-corte
3015,-0.5235500422029331,PPML-FE + Caged feminino pre-corte
3016,-0.6731170242724736,PPML-FE + Caged feminino pre-corte
3017,-1.0318081690004979,PPML-FE + Caged feminino pre-corte
3018,-1.2375587257900151,PPML-FE + Caged feminino pre-corte
3019,0.3357982555298437,PPML-FE + Caged feminino pre-corte
3020,-0.3557733349366352,PPML-FE + Caged feminino pre-corte
3021,0.32086775210298685,PPML-FE + Caged feminino pre-corte
3022,0.46104014720038095,PPML-FE + Caged feminino pre-corte
3023,-1.2915499412304288,PPML-FE + Caged feminino pre-corte
3024,0.30952250439483975,PPML-FE + Caged feminino pre-corte
3025,1.0354510726665171,PPML-FE + Caged feminino pre-corte
3026,1.0770165286984066,PPML-FE + Caged feminino pre-corte
3027,0.4932272004616711,PPML-FE + Caged feminino pre-corte
3028,0.6153636040257091,PPML-FE + Caged feminino pre-corte
3029,0.23042768935583752,PPML-FE + Caged feminino pre-corte
3030,-0.5679618948751187,PPML-FE + Caged feminino pre-corte
3031,-0.23126882246634406,PPML-FE + Caged feminino pre-corte
3032,0.19269871074948652,PPML-FE + Caged feminino pre-corte
3033,0.47726260260653924,PPML-FE + Caged feminino pre-corte
3034,-0.23779720422851328,PPML-FE + Caged feminino pre-corte
3035,-0.40866418203686433,PPML-FE + Caged feminino pre-corte
3036,0.08456906967939316,PPML-FE + Caged feminino pre-corte
3037,1.177971701506217,PPML-FE + Caged feminino pre-corte
3038,0.39688888429064484,PPML-FE + Caged feminino pre-corte
3039,-0.7354316600081123,PPML-FE + Caged feminino pre-corte
3040,-0.10886079043759928,PPML-FE + Caged feminino pre-corte
3041,-0.38565684575606407,PPML-FE + Caged feminino pre-corte
312502,-0.03867092458469868,PPML-FE + Caged feminino pre-corte
312601,0.5124118065253821,PPML-FE + Caged feminino pre-corte
312602,0.29657417652220364,PPML-FE + Caged feminino pre-corte
312603,0.3840078786648211,PPML-FE + Caged feminino pre-corte
312801,0.2287080208577396,PPML-FE + Caged feminino pre-corte
312802,-0.2730260847988645,PPML-FE + Caged feminino pre-corte
312803,-0.48454949636841915,PPML-FE + Caged feminino pre-corte
312804,0.03191780938636204,PPML-FE + Caged feminino pre-corte
312805,0.5303268862369892,PPML-FE + Caged feminino pre-corte
312806,0.35465890759259777,PPML-FE + Caged feminino pre-corte
312809,0.3007185619850142,PPML-FE + Caged feminino pre-corte
312810,-0.6954683239119669,PPML-FE + Caged feminino pre-corte
312812,-0.09109835184439946,PPML-FE + Caged feminino pre-corte
312813,0.5887158812029818,PPML-FE + Caged feminino pre-corte
313601,-0.15030784294686836,PPML-FE + Caged feminino pre-corte
313602,-0.32882490939819853,PPML-FE + Caged feminino pre-corte
313603,0.017753658159498722,PPML-FE + Caged feminino pre-corte
313604,-0.08257187507223365,PPML-FE + Caged feminino pre-corte
313606,-0.3028012429888029,PPML-FE + Caged feminino pre-corte
313607,0.2713409832133977,PPML-FE + Caged feminino pre-corte
313608,0.7880557362102256,PPML-FE + Caged feminino pre-corte
313609,-0.1196361836987948,PPML-FE + Caged feminino pre-corte
313610,0.12286560981373575,PPML-FE + Caged feminino pre-corte
313611,0.30566928350278005,PPML-FE + Caged feminino pre-corte
313612,0.5177534889294616,PPML-FE + Caged feminino pre-corte
313801,-0.3103853587253169,PPML-FE + Caged feminino pre-corte
313802,0.8001815072607592,PPML-FE + Caged feminino pre-corte
313804,-0.274494015545787,PPML-FE + Caged feminino pre-corte
313805,0.15111406688256332,PPML-FE + Caged feminino pre-corte
313806,-0.5814758456465575,PPML-FE + Caged feminino pre-corte
313809,-0.31649425220052696,PPML-FE + Caged feminino pre-corte
328601,-0.24126403327635154,PPML-FE + Caged feminino pre-corte
328602,0.4714137988070312,PPML-FE + Caged feminino pre-corte
328604,0.37098432825412303,PPML-FE + Caged feminino pre-corte
328801,0.6232082326121813,PPML-FE + Caged feminino pre-corte
329801,0.6445550558263655,PPML-FE + Caged feminino pre-corte
330601,0.26192710899024774,PPML-FE + Caged feminino pre-corte
330602,0.5690261095300466,PPML-FE + Caged feminino pre-corte
4001,0.2548162253739132,PPML-FE + Caged feminino pre-corte
4002,-0.09739929967175033,PPML-FE + Caged feminino pre-corte
4003,-0.1929615935695221,PPML-FE + Caged feminino pre-corte
4004,-0.48100562279132825,PPML-FE + Caged feminino pre-corte
4005,0.13557456312531063,PPML-FE + Caged feminino pre-corte
4006,-0.5322778832907896,PPML-FE + Caged feminino pre-corte
4007,-0.30551466437805475,PPML-FE + Caged feminino pre-corte
4008,-1.203083118915857,PPML-FE + Caged feminino pre-corte
4009,-0.9103334213254695,PPML-FE + Caged feminino pre-corte
4010,-0.49780931129204037,PPML-FE + Caged feminino pre-corte
4011,-0.567961894875119,PPML-FE + Caged feminino pre-corte
4012,0.39688888429064584,PPML-FE + Caged feminino pre-corte
4013,-0.5499626584863304,PPML-FE + Caged feminino pre-corte
4014,-0.6731170242724722,PPML-FE + Caged feminino pre-corte
4015,0.21800796627172506,PPML-FE + Caged feminino pre-corte
4016,-0.13809801964007223,PPML-FE + Caged feminino pre-corte
4017,0.03584489779338554,PPML-FE + Caged feminino pre-corte
4018,-0.010118638782025903,PPML-FE + Caged feminino pre-corte
4020,-0.4322074993847842,PPML-FE + Caged feminino pre-corte
4021,0.14457679072656007,PPML-FE + Caged feminino pre-corte
4022,0.5305375879581591,PPML-FE + Caged feminino pre-corte
4023,0.10341698046795172,PPML-FE + Caged feminino pre-corte
4024,0.8736041076159178,PPML-FE + Caged feminino pre-corte
4025,0.30571211983804464,PPML-FE + Caged feminino pre-corte
4026,-1.2030831189158575,PPML-FE + Caged feminino pre-corte
4027,0.8779315371630145,PPML-FE + Caged feminino pre-corte
4028,-0.40866418203686344,PPML-FE + Caged feminino pre-corte
4029,0.6209577274941338,PPML-FE + Caged feminino pre-corte
4030,0.5955349638372067,PPML-FE + Caged feminino pre-corte
4032,0.9325521483245962,PPML-FE + Caged feminino pre-corte
4034,0.8315346410868221,PPML-FE + Caged feminino pre-corte
4035,0.3357982555298439,PPML-FE + Caged feminino pre-corte
4036,-0.1500345462737867,PPML-FE + Caged feminino pre-corte
4037,-0.567961894875119,PPML-FE + Caged feminino pre-corte
4038,0.5213391408789259,PPML-FE + Caged feminino pre-corte
4039,-0.6144115285335907,PPML-FE + Caged feminino pre-corte
4040,0.4804758875806927,PPML-FE + Caged feminino pre-corte
4041,-0.5862869053254746,PPML-FE + Caged feminino pre-corte
4042,0.16673614231106,PPML-FE + Caged feminino pre-corte
4043,-0.3631617489212072,PPML-FE + Caged feminino pre-corte
4044,0.22216493961627645,PPML-FE + Caged feminino pre-corte
4045,-0.21193338013973775,PPML-FE + Caged feminino pre-corte
4046,-0.44017872166007127,PPML-FE + Caged feminino pre-corte
4047,0.6125548080546428,PPML-FE + Caged feminino pre-corte
4048,0.12649106576044494,PPML-FE + Caged feminino pre-corte
4049,0.1711100376579943,PPML-FE + Caged feminino pre-corte
4050,-0.18050913364402518,PPML-FE + Caged feminino pre-corte
410601,-0.5519826900590583,PPML-FE + Caged feminino pre-corte
410602,-0.46481806632138045,PPML-FE + Caged feminino pre-corte
410603,0.5505082249320027,PPML-FE + Caged feminino pre-corte
410801,0.7175126716180176,PPML-FE + Caged feminino pre-corte
410802,-0.1873202866925841,PPML-FE + Caged feminino pre-corte
410803,-0.8524489566176786,PPML-FE + Caged feminino pre-corte
410804,-1.2172397810370978,PPML-FE + Caged feminino pre-corte
410805,0.08048728993631592,PPML-FE + Caged feminino pre-corte
410807,0.17952144980141446,PPML-FE + Caged feminino pre-corte
410808,0.15399134783294485,PPML-FE + Caged feminino pre-corte
410810,-0.33974011727255865,PPML-FE + Caged feminino pre-corte
411601,0.27813226316461076,PPML-FE + Caged feminino pre-corte
411602,-0.36836618755523093,PPML-FE + Caged feminino pre-corte
411603,-0.3134351503302411,PPML-FE + Caged feminino pre-corte
411604,-0.5617176675233948,PPML-FE + Caged feminino pre-corte
411605,-0.13997925829949456,PPML-FE + Caged feminino pre-corte
411607,-1.1377641674298793,PPML-FE + Caged feminino pre-corte
411609,-0.3683661875552311,PPML-FE + Caged feminino pre-corte
411801,0.6129672968973772,PPML-FE + Caged feminino pre-corte
411802,-0.5028305347121245,PPML-FE + Caged feminino pre-corte
