ano_teste,modelo,n_unidades,observado_total,previsto_total,wape,mae,rmse,vies_relativo,spearman,delta_wape_pp_vs_base,delta_wape_pp_vs_persistencia
2025,PPML-FE + Caged feminino pre-corte,834,154099.0,146358.0066818903,0.18786413737271243,34.71184137289882,55.03351642502498,-0.05023389715773423,0.9289757705261475,-1.075577006607914,-1.3682349925090405
2025,PPML-FE Caged feminino sem tendencia,834,154099.0,220873.58848800685,0.4790714159775536,88.51849655962233,123.77438057665415,0.43332265938135134,0.8791643090747456,28.0451508538762,27.752492867975075
2025,PPML-FE + Caged feminino corte agosto,834,154099.0,144321.77464404138,0.18970628375720416,35.05221657158442,55.80961302980495,-0.06344768853761952,0.9293016050824972,-0.8913623681587407,-1.184020354059867
2025,PPML-FE + Caged feminino sem 2021,834,154099.0,181276.37318335532,0.23390153464472124,43.218216531435125,59.584324745659686,0.17636307298136483,0.9429346193242257,3.528162720592967,3.235504734691841
2025,PPML-FE base,834,154099.0,158810.17948116802,0.19861990743879157,36.69919558322583,55.44509934226734,0.03057242085391865,0.9223403713013374,0.0,-0.29265798590112635
2025,Persistencia taxa t-1,834,154099.0,176639.03649819246,0.20154648729780283,37.23994262122796,53.61784759084455,0.14626984275168847,0.9549011637005281,0.29265798590112635,0.0
