ano,unidade,grupamento_norm,ano_matricula,nome_unidade,matriculas_ano_anterior,rede,capacity_concept
2024,0206005,BERCARIO,2023,EM GEORGE PFISTERER,0,publica,matriculas_ano_anterior_proxy
2024,0206005,MATERNAL I,2023,EM GEORGE PFISTERER,0,publica,matriculas_ano_anterior_proxy
2024,0206005,MATERNAL II,2023,EM GEORGE PFISTERER,0,publica,matriculas_ano_anterior_proxy
2024,0206006,BERCARIO,2023,EM SANTOS ANJOS,0,publica,matriculas_ano_anterior_proxy
2024,0206006,MATERNAL I,2023,EM SANTOS ANJOS,0,publica,matriculas_ano_anterior_proxy
2024,0206006,MATERNAL II,2023,EM SANTOS ANJOS,0,publica,matriculas_ano_anterior_proxy
2024,0206007,BERCARIO,2023,EM EDNA PONCIONI FERREIRA,0,publica,matriculas_ano_anterior_proxy
2024,0206007,MATERNAL I,2023,EM EDNA PONCIONI FERREIRA,0,publica,matriculas_ano_anterior_proxy
2024,0206007,MATERNAL II,2023,EM EDNA PONCIONI FERREIRA,0,publica,matriculas_ano_anterior_proxy
2024,0206008,BERCARIO,2023,EM PEDRO ERNESTO,0,publica,matriculas_ano_anterior_proxy
2024,0206008,MATERNAL I,2023,EM PEDRO ERNESTO,0,publica,matriculas_ano_anterior_proxy
2024,0206008,MATERNAL II,2023,EM PEDRO ERNESTO,0,publica,matriculas_ano_anterior_proxy
2024,0206010,BERCARIO,2023,EM CAPISTRANO DE ABREU,0,publica,matriculas_ano_anterior_proxy
2024,0206010,MATERNAL I,2023,EM CAPISTRANO DE ABREU,0,publica,matriculas_ano_anterior_proxy
2024,0206010,MATERNAL II,2023,EM CAPISTRANO DE ABREU,0,publica,matriculas_ano_anterior_proxy
2024,0206011,BERCARIO,2023,EM SHAKESPEARE,0,publica,matriculas_ano_anterior_proxy
2024,0206011,MATERNAL I,2023,EM SHAKESPEARE,0,publica,matriculas_ano_anterior_proxy
2024,0206011,MATERNAL II,2023,EM SHAKESPEARE,0,publica,matriculas_ano_anterior_proxy
2024,0206012,BERCARIO,2023,EM CAMILO CASTELO BRANCO,0,publica,matriculas_ano_anterior_proxy
2024,0206012,MATERNAL I,2023,EM CAMILO CASTELO BRANCO,0,publica,matriculas_ano_anterior_proxy
2024,0206012,MATERNAL II,2023,EM CAMILO CASTELO BRANCO,0,publica,matriculas_ano_anterior_proxy
2024,0206014,BERCARIO,2023,EE MARLY FRÓES PEIXOTO,0,publica,matriculas_ano_anterior_proxy
2024,0206014,MATERNAL I,2023,EE MARLY FRÓES PEIXOTO,0,publica,matriculas_ano_anterior_proxy
2024,0206014,MATERNAL II,2023,EE MARLY FRÓES PEIXOTO,0,publica,matriculas_ano_anterior_proxy
2024,0206015,BERCARIO,2023,EM MANOEL CÍCERO,0,publica,matriculas_ano_anterior_proxy
2024,0206015,MATERNAL I,2023,EM MANOEL CÍCERO,0,publica,matriculas_ano_anterior_proxy
2024,0206015,MATERNAL II,2023,EM MANOEL CÍCERO,0,publica,matriculas_ano_anterior_proxy
2024,0206016,BERCARIO,2023,EM JÚLIO DE CASTILHOS,0,publica,matriculas_ano_anterior_proxy
2024,0206016,MATERNAL I,2023,EM JÚLIO DE CASTILHOS,0,publica,matriculas_ano_anterior_proxy
2024,0206016,MATERNAL II,2023,EM JÚLIO DE CASTILHOS,0,publica,matriculas_ano_anterior_proxy
2024,0206017,BERCARIO,2023,EM ARTUR RAMOS,0,publica,matriculas_ano_anterior_proxy
2024,0206017,MATERNAL I,2023,EM ARTUR RAMOS,0,publica,matriculas_ano_anterior_proxy
2024,0206017,MATERNAL II,2023,EM ARTUR RAMOS,0,publica,matriculas_ano_anterior_proxy
2024,0206018,BERCARIO,2023,EM LUIZ DELFINO,0,publica,matriculas_ano_anterior_proxy
2024,0206018,MATERNAL I,2023,EM LUIZ DELFINO,0,publica,matriculas_ano_anterior_proxy
2024,0206018,MATERNAL II,2023,EM LUIZ DELFINO,0,publica,matriculas_ano_anterior_proxy
2024,0206019,BERCARIO,2023,EM CHRISTIANO HAMANN,0,publica,matriculas_ano_anterior_proxy
2024,0206019,MATERNAL I,2023,EM CHRISTIANO HAMANN,0,publica,matriculas_ano_anterior_proxy
2024,0206019,MATERNAL II,2023,EM CHRISTIANO HAMANN,0,publica,matriculas_ano_anterior_proxy
2024,0206020,BERCARIO,2023,EM DESEMBARGADOR OSCAR TENÓRIO,0,publica,matriculas_ano_anterior_proxy
2024,0206020,MATERNAL I,2023,EM DESEMBARGADOR OSCAR TENÓRIO,0,publica,matriculas_ano_anterior_proxy
2024,0206020,MATERNAL II,2023,EM DESEMBARGADOR OSCAR TENÓRIO,0,publica,matriculas_ano_anterior_proxy
2024,0206021,BERCARIO,2023,EM ALMIRANTE TAMANDARÉ,0,publica,matriculas_ano_anterior_proxy
2024,0206021,MATERNAL I,2023,EM ALMIRANTE TAMANDARÉ,0,publica,matriculas_ano_anterior_proxy
2024,0206021,MATERNAL II,2023,EM ALMIRANTE TAMANDARÉ,0,publica,matriculas_ano_anterior_proxy
2024,0206022,BERCARIO,2023,EM LÚCIA MIGUEL PEREIRA,0,publica,matriculas_ano_anterior_proxy
2024,0206022,MATERNAL I,2023,EM LÚCIA MIGUEL PEREIRA,0,publica,matriculas_ano_anterior_proxy
2024,0206022,MATERNAL II,2023,EM LÚCIA MIGUEL PEREIRA,0,publica,matriculas_ano_anterior_proxy
2024,0206023,BERCARIO,2023,EM PREFEITO DJALMA MARANHÃO,0,publica,matriculas_ano_anterior_proxy
2024,0206023,MATERNAL I,2023,EM PREFEITO DJALMA MARANHÃO,0,publica,matriculas_ano_anterior_proxy
2024,0206023,MATERNAL II,2023,EM PREFEITO DJALMA MARANHÃO,0,publica,matriculas_ano_anterior_proxy
2024,0206024,BERCARIO,2023,EM SERGIO VIEIRA DE MELLO,0,publica,matriculas_ano_anterior_proxy
2024,0206024,MATERNAL I,2023,EM SERGIO VIEIRA DE MELLO,0,publica,matriculas_ano_anterior_proxy
2024,0206024,MATERNAL II,2023,EM SERGIO VIEIRA DE MELLO,0,publica,matriculas_ano_anterior_proxy
2024,0206501,BERCARIO,2023,CIEP PRESIDENTE JOÃO GOULART,0,publica,matriculas_ano_anterior_proxy
2024,0206501,MATERNAL I,2023,CIEP PRESIDENTE JOÃO GOULART,0,publica,matriculas_ano_anterior_proxy
2024,0206501,MATERNAL II,2023,CIEP PRESIDENTE JOÃO GOULART,0,publica,matriculas_ano_anterior_proxy
2024,0206502,BERCARIO,2023,CIEP NAÇÃO RUBRO NEGRA,0,publica,matriculas_ano_anterior_proxy
2024,0206502,MATERNAL I,2023,CIEP NAÇÃO RUBRO NEGRA,0,publica,matriculas_ano_anterior_proxy
2024,0206502,MATERNAL II,2023,CIEP NAÇÃO RUBRO NEGRA,0,publica,matriculas_ano_anterior_proxy
2024,0206601,BERCARIO,2023,CM DOUTOR SOBRAL PINTO,24,publica,matriculas_ano_anterior_proxy
2024,0206601,MATERNAL I,2023,CM DOUTOR SOBRAL PINTO,24,publica,matriculas_ano_anterior_proxy
2024,0206601,MATERNAL II,2023,CM DOUTOR SOBRAL PINTO,0,publica,matriculas_ano_anterior_proxy
2024,0206602,BERCARIO,2023,CM VIDIGAL,49,publica,matriculas_ano_anterior_proxy
2024,0206602,MATERNAL I,2023,CM VIDIGAL,36,publica,matriculas_ano_anterior_proxy
2024,0206602,MATERNAL II,2023,CM VIDIGAL,0,publica,matriculas_ano_anterior_proxy
2024,0206603,BERCARIO,2023,CM JACÓ INÁCIO GOMES,20,publica,matriculas_ano_anterior_proxy
2024,0206603,MATERNAL I,2023,CM JACÓ INÁCIO GOMES,16,publica,matriculas_ano_anterior_proxy
2024,0206603,MATERNAL II,2023,CM JACÓ INÁCIO GOMES,0,publica,matriculas_ano_anterior_proxy
2024,0206605,BERCARIO,2023,CM DOUTOR PEDRO BLOCH,27,publica,matriculas_ano_anterior_proxy
2024,0206605,MATERNAL I,2023,CM DOUTOR PEDRO BLOCH,20,publica,matriculas_ano_anterior_proxy
2024,0206605,MATERNAL II,2023,CM DOUTOR PEDRO BLOCH,0,publica,matriculas_ano_anterior_proxy
2024,0206606,BERCARIO,2023,CM ELZA MACHADO DOS SANTOS - TIA ELZA,25,publica,matriculas_ano_anterior_proxy
2024,0206606,MATERNAL I,2023,CM ELZA MACHADO DOS SANTOS - TIA ELZA,40,publica,matriculas_ano_anterior_proxy
2024,0206606,MATERNAL II,2023,CM ELZA MACHADO DOS SANTOS - TIA ELZA,0,publica,matriculas_ano_anterior_proxy
2024,0206801,BERCARIO,2023,EDI RUBEM BRAGA,0,publica,matriculas_ano_anterior_proxy
2024,0206801,MATERNAL I,2023,EDI RUBEM BRAGA,0,publica,matriculas_ano_anterior_proxy
2024,0206801,MATERNAL II,2023,EDI RUBEM BRAGA,0,publica,matriculas_ano_anterior_proxy
2024,0206802,BERCARIO,2023,EDI JÚLIA KUBITSCHEK,0,publica,matriculas_ano_anterior_proxy
2024,0206802,MATERNAL I,2023,EDI JÚLIA KUBITSCHEK,0,publica,matriculas_ano_anterior_proxy
2024,0206802,MATERNAL II,2023,EDI JÚLIA KUBITSCHEK,0,publica,matriculas_ano_anterior_proxy
2024,0208001,BERCARIO,2023,EM AZEVEDO SODRÉ,0,publica,matriculas_ano_anterior_proxy
2024,0208001,MATERNAL I,2023,EM AZEVEDO SODRÉ,0,publica,matriculas_ano_anterior_proxy
2024,0208001,MATERNAL II,2023,EM AZEVEDO SODRÉ,0,publica,matriculas_ano_anterior_proxy
2024,0208002,BERCARIO,2023,EM REVERENDO MARTIN LUTHER KING,0,publica,matriculas_ano_anterior_proxy
2024,0208002,MATERNAL I,2023,EM REVERENDO MARTIN LUTHER KING,0,publica,matriculas_ano_anterior_proxy
2024,0208002,MATERNAL II,2023,EM REVERENDO MARTIN LUTHER KING,0,publica,matriculas_ano_anterior_proxy
2024,0208003,BERCARIO,2023,EM LAUDIMIA TROTTA,0,publica,matriculas_ano_anterior_proxy
2024,0208003,MATERNAL I,2023,EM LAUDIMIA TROTTA,0,publica,matriculas_ano_anterior_proxy
2024,0208003,MATERNAL II,2023,EM LAUDIMIA TROTTA,0,publica,matriculas_ano_anterior_proxy
2024,0208004,BERCARIO,2023,EM FRANCISCO CABRITA,0,publica,matriculas_ano_anterior_proxy
2024,0208004,MATERNAL I,2023,EM FRANCISCO CABRITA,0,publica,matriculas_ano_anterior_proxy
2024,0208004,MATERNAL II,2023,EM FRANCISCO CABRITA,0,publica,matriculas_ano_anterior_proxy
2024,0208005,BERCARIO,2023,EM BOMBEIRO GERALDO DIAS,0,publica,matriculas_ano_anterior_proxy
2024,0208005,MATERNAL I,2023,EM BOMBEIRO GERALDO DIAS,0,publica,matriculas_ano_anterior_proxy
2024,0208005,MATERNAL II,2023,EM BOMBEIRO GERALDO DIAS,0,publica,matriculas_ano_anterior_proxy
2024,0208006,BERCARIO,2023,EM PRUDENTE DE MORAES,0,publica,matriculas_ano_anterior_proxy
2024,0208006,MATERNAL I,2023,EM PRUDENTE DE MORAES,0,publica,matriculas_ano_anterior_proxy
2024,0208006,MATERNAL II,2023,EM PRUDENTE DE MORAES,0,publica,matriculas_ano_anterior_proxy
2024,0208007,BERCARIO,2023,EM BARÃO DE ITACURUSSÁ,0,publica,matriculas_ano_anterior_proxy
2024,0208007,MATERNAL I,2023,EM BARÃO DE ITACURUSSÁ,0,publica,matriculas_ano_anterior_proxy
2024,0208007,MATERNAL II,2023,EM BARÃO DE ITACURUSSÁ,0,publica,matriculas_ano_anterior_proxy
2024,0208008,BERCARIO,2023,EM ALMIRANTE BARROSO,0,publica,matriculas_ano_anterior_proxy
2024,0208008,MATERNAL I,2023,EM ALMIRANTE BARROSO,0,publica,matriculas_ano_anterior_proxy
2024,0208008,MATERNAL II,2023,EM ALMIRANTE BARROSO,0,publica,matriculas_ano_anterior_proxy
2024,0208009,BERCARIO,2023,EM GENERAL EUCLYDES DE FIGUEIREDO,0,publica,matriculas_ano_anterior_proxy
2024,0208009,MATERNAL I,2023,EM GENERAL EUCLYDES DE FIGUEIREDO,0,publica,matriculas_ano_anterior_proxy
2024,0208009,MATERNAL II,2023,EM GENERAL EUCLYDES DE FIGUEIREDO,0,publica,matriculas_ano_anterior_proxy
2024,0208010,BERCARIO,2023,EM SOARES PEREIRA,0,publica,matriculas_ano_anterior_proxy
2024,0208010,MATERNAL I,2023,EM SOARES PEREIRA,0,publica,matriculas_ano_anterior_proxy
2024,0208010,MATERNAL II,2023,EM SOARES PEREIRA,0,publica,matriculas_ano_anterior_proxy
2024,0208011,BERCARIO,2023,EM JORNALISTA BRITO BROCA,0,publica,matriculas_ano_anterior_proxy
2024,0208011,MATERNAL I,2023,EM JORNALISTA BRITO BROCA,0,publica,matriculas_ano_anterior_proxy
2024,0208011,MATERNAL II,2023,EM JORNALISTA BRITO BROCA,0,publica,matriculas_ano_anterior_proxy
2024,0208012,BERCARIO,2023,EM ORSINA DA FONSECA,0,publica,matriculas_ano_anterior_proxy
2024,0208012,MATERNAL I,2023,EM ORSINA DA FONSECA,0,publica,matriculas_ano_anterior_proxy
2024,0208012,MATERNAL II,2023,EM ORSINA DA FONSECA,0,publica,matriculas_ano_anterior_proxy
2024,0208013,BERCARIO,2023,EM MÁRIO DA VEIGA CABRAL,0,publica,matriculas_ano_anterior_proxy
2024,0208013,MATERNAL I,2023,EM MÁRIO DA VEIGA CABRAL,0,publica,matriculas_ano_anterior_proxy
2024,0208013,MATERNAL II,2023,EM MÁRIO DA VEIGA CABRAL,0,publica,matriculas_ano_anterior_proxy
2024,0208014,BERCARIO,2023,EM FREI CASSIANO,0,publica,matriculas_ano_anterior_proxy
2024,0208014,MATERNAL I,2023,EM FREI CASSIANO,0,publica,matriculas_ano_anterior_proxy
2024,0208014,MATERNAL II,2023,EM FREI CASSIANO,0,publica,matriculas_ano_anterior_proxy
2024,0208016,BERCARIO,2023,EM LEITÃO DA CUNHA,0,publica,matriculas_ano_anterior_proxy
2024,0208016,MATERNAL I,2023,EM LEITÃO DA CUNHA,0,publica,matriculas_ano_anterior_proxy
2024,0208016,MATERNAL II,2023,EM LEITÃO DA CUNHA,0,publica,matriculas_ano_anterior_proxy
2024,0208017,BERCARIO,2023,EM ARAÚJO PORTO ALEGRE,0,publica,matriculas_ano_anterior_proxy
2024,0208017,MATERNAL I,2023,EM ARAÚJO PORTO ALEGRE,0,publica,matriculas_ano_anterior_proxy
2024,0208017,MATERNAL II,2023,EM ARAÚJO PORTO ALEGRE,0,publica,matriculas_ano_anterior_proxy
2024,0208018,BERCARIO,2023,EM MENEZES VIEIRA,0,publica,matriculas_ano_anterior_proxy
2024,0208018,MATERNAL I,2023,EM MENEZES VIEIRA,0,publica,matriculas_ano_anterior_proxy
2024,0208018,MATERNAL II,2023,EM MENEZES VIEIRA,0,publica,matriculas_ano_anterior_proxy
2024,0208020,BERCARIO,2023,EM DIOGO FEIJÓ,0,publica,matriculas_ano_anterior_proxy
2024,0208020,MATERNAL I,2023,EM DIOGO FEIJÓ,0,publica,matriculas_ano_anterior_proxy
2024,0208020,MATERNAL II,2023,EM DIOGO FEIJÓ,0,publica,matriculas_ano_anterior_proxy
2024,0208021,BERCARIO,2023,EM MÁRIO FACCINI,0,publica,matriculas_ano_anterior_proxy
2024,0208021,MATERNAL I,2023,EM MÁRIO FACCINI,0,publica,matriculas_ano_anterior_proxy
2024,0208021,MATERNAL II,2023,EM MÁRIO FACCINI,0,publica,matriculas_ano_anterior_proxy
2024,0208022,BERCARIO,2023,EM MATA MACHADO,0,publica,matriculas_ano_anterior_proxy
2024,0208022,MATERNAL I,2023,EM MATA MACHADO,0,publica,matriculas_ano_anterior_proxy
2024,0208022,MATERNAL II,2023,EM MATA MACHADO,0,publica,matriculas_ano_anterior_proxy
2024,0208023,BERCARIO,2023,EM MARC FERREZ,0,publica,matriculas_ano_anterior_proxy
2024,0208023,MATERNAL I,2023,EM MARC FERREZ,0,publica,matriculas_ano_anterior_proxy
2024,0208023,MATERNAL II,2023,EM MARC FERREZ,0,publica,matriculas_ano_anterior_proxy
2024,0208501,BERCARIO,2023,CIEP SAMUEL WAINER,0,publica,matriculas_ano_anterior_proxy
2024,0208501,MATERNAL I,2023,CIEP SAMUEL WAINER,0,publica,matriculas_ano_anterior_proxy
2024,0208501,MATERNAL II,2023,CIEP SAMUEL WAINER,0,publica,matriculas_ano_anterior_proxy
2024,0208502,BERCARIO,2023,CIEP DOUTOR ANTOINE MAGARINOS TORRES FILHO,0,publica,matriculas_ano_anterior_proxy
2024,0208502,MATERNAL I,2023,CIEP DOUTOR ANTOINE MAGARINOS TORRES FILHO,0,publica,matriculas_ano_anterior_proxy
2024,0208502,MATERNAL II,2023,CIEP DOUTOR ANTOINE MAGARINOS TORRES FILHO,0,publica,matriculas_ano_anterior_proxy
2024,0208601,BERCARIO,2023,CM CASA BRANCA - PROFESSOR PAULO FREIRE,40,publica,matriculas_ano_anterior_proxy
2024,0208601,MATERNAL I,2023,CM CASA BRANCA - PROFESSOR PAULO FREIRE,37,publica,matriculas_ano_anterior_proxy
2024,0208601,MATERNAL II,2023,CM CASA BRANCA - PROFESSOR PAULO FREIRE,0,publica,matriculas_ano_anterior_proxy
2024,0208602,BERCARIO,2023,CM RAIO DE SOL,0,publica,matriculas_ano_anterior_proxy
2024,0208602,MATERNAL I,2023,CM RAIO DE SOL,0,publica,matriculas_ano_anterior_proxy
2024,0208602,MATERNAL II,2023,CM RAIO DE SOL,0,publica,matriculas_ano_anterior_proxy
2024,0208603,BERCARIO,2023,CM RAÍZES DO SALGUEIRO,25,publica,matriculas_ano_anterior_proxy
2024,0208603,MATERNAL I,2023,CM RAÍZES DO SALGUEIRO,48,publica,matriculas_ano_anterior_proxy
2024,0208603,MATERNAL II,2023,CM RAÍZES DO SALGUEIRO,0,publica,matriculas_ano_anterior_proxy
2024,0208604,BERCARIO,2023,CM TIA BELA,47,publica,matriculas_ano_anterior_proxy
2024,0208604,MATERNAL I,2023,CM TIA BELA,28,publica,matriculas_ano_anterior_proxy
2024,0208604,MATERNAL II,2023,CM TIA BELA,0,publica,matriculas_ano_anterior_proxy
2024,0208605,BERCARIO,2023,CM TIA MARIA,21,publica,matriculas_ano_anterior_proxy
2024,0208605,MATERNAL I,2023,CM TIA MARIA,14,publica,matriculas_ano_anterior_proxy
2024,0208605,MATERNAL II,2023,CM TIA MARIA,0,publica,matriculas_ano_anterior_proxy
2024,0208606,BERCARIO,2023,CM DOUTOR RONALDO LUIZ GAZOLLA,17,publica,matriculas_ano_anterior_proxy
2024,0208606,MATERNAL I,2023,CM DOUTOR RONALDO LUIZ GAZOLLA,18,publica,matriculas_ano_anterior_proxy
2024,0208606,MATERNAL II,2023,CM DOUTOR RONALDO LUIZ GAZOLLA,0,publica,matriculas_ano_anterior_proxy
2024,0208607,BERCARIO,2023,CM DOS SONHOS,22,publica,matriculas_ano_anterior_proxy
2024,0208607,MATERNAL I,2023,CM DOS SONHOS,15,publica,matriculas_ano_anterior_proxy
2024,0208607,MATERNAL II,2023,CM DOS SONHOS,0,publica,matriculas_ano_anterior_proxy
2024,0208608,BERCARIO,2023,CM DOUTOR SÉRGIO AROUCA,44,publica,matriculas_ano_anterior_proxy
2024,0208608,MATERNAL I,2023,CM DOUTOR SÉRGIO AROUCA,24,publica,matriculas_ano_anterior_proxy
2024,0208608,MATERNAL II,2023,CM DOUTOR SÉRGIO AROUCA,0,publica,matriculas_ano_anterior_proxy
2024,0208801,BERCARIO,2023,EDI IGOR MORAES DA SILVA,50,publica,matriculas_ano_anterior_proxy
2024,0208801,MATERNAL I,2023,EDI IGOR MORAES DA SILVA,25,publica,matriculas_ano_anterior_proxy
2024,0208801,MATERNAL II,2023,EDI IGOR MORAES DA SILVA,0,publica,matriculas_ano_anterior_proxy
2024,0208802,BERCARIO,2023,EDI DR. MARCELO CANDIA,0,publica,matriculas_ano_anterior_proxy
2024,0208802,MATERNAL I,2023,EDI DR. MARCELO CANDIA,0,publica,matriculas_ano_anterior_proxy
2024,0208802,MATERNAL II,2023,EDI DR. MARCELO CANDIA,0,publica,matriculas_ano_anterior_proxy
2024,0208803,BERCARIO,2023,EDI BOREL,0,publica,matriculas_ano_anterior_proxy
2024,0208803,MATERNAL I,2023,EDI BOREL,40,publica,matriculas_ano_anterior_proxy
2024,0208803,MATERNAL II,2023,EDI BOREL,0,publica,matriculas_ano_anterior_proxy
2024,0208804,BERCARIO,2023,EDI CHÁCARA DO CÉU,0,publica,matriculas_ano_anterior_proxy
2024,0208804,MATERNAL I,2023,EDI CHÁCARA DO CÉU,0,publica,matriculas_ano_anterior_proxy
2024,0208804,MATERNAL II,2023,EDI CHÁCARA DO CÉU,0,publica,matriculas_ano_anterior_proxy
2024,0208805,BERCARIO,2023,EDI JOSÉ DA SILVA ARAÚJO,0,publica,matriculas_ano_anterior_proxy
2024,0208805,MATERNAL I,2023,EDI JOSÉ DA SILVA ARAÚJO,0,publica,matriculas_ano_anterior_proxy
2024,0208805,MATERNAL II,2023,EDI JOSÉ DA SILVA ARAÚJO,0,publica,matriculas_ano_anterior_proxy
2024,0209001,BERCARIO,2023,EM BENEDITO OTTONI,0,publica,matriculas_ano_anterior_proxy
2024,0209001,MATERNAL I,2023,EM BENEDITO OTTONI,0,publica,matriculas_ano_anterior_proxy
2024,0209001,MATERNAL II,2023,EM BENEDITO OTTONI,0,publica,matriculas_ano_anterior_proxy
2024,0209003,BERCARIO,2023,EM FRANCISCO DE CASTRO,0,publica,matriculas_ano_anterior_proxy
2024,0209003,MATERNAL I,2023,EM FRANCISCO DE CASTRO,0,publica,matriculas_ano_anterior_proxy
2024,0209003,MATERNAL II,2023,EM FRANCISCO DE CASTRO,0,publica,matriculas_ano_anterior_proxy
2024,0209004,BERCARIO,2023,EM CONSELHEIRO MAYRINK,0,publica,matriculas_ano_anterior_proxy
2024,0209004,MATERNAL I,2023,EM CONSELHEIRO MAYRINK,0,publica,matriculas_ano_anterior_proxy
2024,0209004,MATERNAL II,2023,EM CONSELHEIRO MAYRINK,0,publica,matriculas_ano_anterior_proxy
2024,0209005,BERCARIO,2023,EM BARÃO HOMEM DE MELLO,0,publica,matriculas_ano_anterior_proxy
2024,0209005,MATERNAL I,2023,EM BARÃO HOMEM DE MELLO,0,publica,matriculas_ano_anterior_proxy
2024,0209005,MATERNAL II,2023,EM BARÃO HOMEM DE MELLO,0,publica,matriculas_ano_anterior_proxy
2024,0209006,BERCARIO,2023,EM FRIEDENREICH,0,publica,matriculas_ano_anterior_proxy
2024,0209006,MATERNAL I,2023,EM FRIEDENREICH,0,publica,matriculas_ano_anterior_proxy
2024,0209006,MATERNAL II,2023,EM FRIEDENREICH,0,publica,matriculas_ano_anterior_proxy
2024,0209007,BERCARIO,2023,EM JORNALISTA ASSIS CHATEAUBRIAND,0,publica,matriculas_ano_anterior_proxy
2024,0209007,MATERNAL I,2023,EM JORNALISTA ASSIS CHATEAUBRIAND,0,publica,matriculas_ano_anterior_proxy
2024,0209007,MATERNAL II,2023,EM JORNALISTA ASSIS CHATEAUBRIAND,0,publica,matriculas_ano_anterior_proxy
2024,0209008,BERCARIO,2023,EM MADRID,0,publica,matriculas_ano_anterior_proxy
2024,0209008,MATERNAL I,2023,EM MADRID,0,publica,matriculas_ano_anterior_proxy
2024,0209008,MATERNAL II,2023,EM MADRID,0,publica,matriculas_ano_anterior_proxy
2024,0209009,BERCARIO,2023,EM REPÚBLICA ARGENTINA,0,publica,matriculas_ano_anterior_proxy
2024,0209009,MATERNAL I,2023,EM REPÚBLICA ARGENTINA,0,publica,matriculas_ano_anterior_proxy
2024,0209009,MATERNAL II,2023,EM REPÚBLICA ARGENTINA,0,publica,matriculas_ano_anterior_proxy
2024,0209010,BERCARIO,2023,EM EQUADOR,0,publica,matriculas_ano_anterior_proxy
2024,0209010,MATERNAL I,2023,EM EQUADOR,0,publica,matriculas_ano_anterior_proxy
2024,0209010,MATERNAL II,2023,EM EQUADOR,0,publica,matriculas_ano_anterior_proxy
2024,0209011,BERCARIO,2023,EM NOEL ROSA,0,publica,matriculas_ano_anterior_proxy
2024,0209011,MATERNAL I,2023,EM NOEL ROSA,0,publica,matriculas_ano_anterior_proxy
2024,0209011,MATERNAL II,2023,EM NOEL ROSA,0,publica,matriculas_ano_anterior_proxy
2024,0209012,BERCARIO,2023,EM MÁRIO DE ANDRADE,0,publica,matriculas_ano_anterior_proxy
2024,0209012,MATERNAL I,2023,EM MÁRIO DE ANDRADE,0,publica,matriculas_ano_anterior_proxy
2024,0209012,MATERNAL II,2023,EM MÁRIO DE ANDRADE,0,publica,matriculas_ano_anterior_proxy
2024,0209013,BERCARIO,2023,EM FRANCISCO MANUEL,0,publica,matriculas_ano_anterior_proxy
2024,0209013,MATERNAL I,2023,EM FRANCISCO MANUEL,0,publica,matriculas_ano_anterior_proxy
2024,0209013,MATERNAL II,2023,EM FRANCISCO MANUEL,0,publica,matriculas_ano_anterior_proxy
2024,0209014,BERCARIO,2023,EM GENERAL HUMBERTO DE SOUZA MELLO,0,publica,matriculas_ano_anterior_proxy
2024,0209014,MATERNAL I,2023,EM GENERAL HUMBERTO DE SOUZA MELLO,0,publica,matriculas_ano_anterior_proxy
2024,0209014,MATERNAL II,2023,EM GENERAL HUMBERTO DE SOUZA MELLO,0,publica,matriculas_ano_anterior_proxy
2024,0209016,BERCARIO,2023,EM AFFONSO PENNA,0,publica,matriculas_ano_anterior_proxy
2024,0209016,MATERNAL I,2023,EM AFFONSO PENNA,0,publica,matriculas_ano_anterior_proxy
2024,0209016,MATERNAL II,2023,EM AFFONSO PENNA,0,publica,matriculas_ano_anterior_proxy
2024,0209017,BERCARIO,2023,EM BAPTISTA PEREIRA,0,publica,matriculas_ano_anterior_proxy
2024,0209017,MATERNAL I,2023,EM BAPTISTA PEREIRA,0,publica,matriculas_ano_anterior_proxy
2024,0209017,MATERNAL II,2023,EM BAPTISTA PEREIRA,0,publica,matriculas_ano_anterior_proxy
2024,0209018,BERCARIO,2023,EM RODRIGO MELLO FRANCO ANDRADE,0,publica,matriculas_ano_anterior_proxy
2024,0209018,MATERNAL I,2023,EM RODRIGO MELLO FRANCO ANDRADE,0,publica,matriculas_ano_anterior_proxy
2024,0209018,MATERNAL II,2023,EM RODRIGO MELLO FRANCO ANDRADE,0,publica,matriculas_ano_anterior_proxy
2024,0209019,BERCARIO,2023,EM AFRÂNIO PEIXOTO,0,publica,matriculas_ano_anterior_proxy
2024,0209019,MATERNAL I,2023,EM AFRÂNIO PEIXOTO,0,publica,matriculas_ano_anterior_proxy
2024,0209019,MATERNAL II,2023,EM AFRÂNIO PEIXOTO,0,publica,matriculas_ano_anterior_proxy
2024,0209020,BERCARIO,2023,EM EPITÁCIO PESSOA,0,publica,matriculas_ano_anterior_proxy
2024,0209020,MATERNAL I,2023,EM EPITÁCIO PESSOA,0,publica,matriculas_ano_anterior_proxy
2024,0209020,MATERNAL II,2023,EM EPITÁCIO PESSOA,0,publica,matriculas_ano_anterior_proxy
2024,0209021,BERCARIO,2023,EM PRESIDENTE JOÃO GOULART,0,publica,matriculas_ano_anterior_proxy
2024,0209021,MATERNAL I,2023,EM PRESIDENTE JOÃO GOULART,0,publica,matriculas_ano_anterior_proxy
2024,0209021,MATERNAL II,2023,EM PRESIDENTE JOÃO GOULART,0,publica,matriculas_ano_anterior_proxy
2024,0209023,BERCARIO,2023,EM PANAMÁ,0,publica,matriculas_ano_anterior_proxy
2024,0209023,MATERNAL I,2023,EM PANAMÁ,0,publica,matriculas_ano_anterior_proxy
2024,0209023,MATERNAL II,2023,EM PANAMÁ,0,publica,matriculas_ano_anterior_proxy
2024,0209024,BERCARIO,2023,EM DUQUE DE CAXIAS,0,publica,matriculas_ano_anterior_proxy
