ano,territorio,grupamento_modelo,inscritos,universo_elegivel_proxy,tendencia,tend_bercario,tend_maternal_i,tend_maternal_ii
2021,TANQUE,Maternal II,148,545.0,0,0,0,0
2021,TAQUARA,Bercario,363,3056.0,0,0,0,0
2021,TAQUARA,Maternal I,343,1544.0,0,0,0,0
2021,TAQUARA,Maternal II,329,1651.0,0,0,0,0
2021,TAUA,Bercario,83,452.0,0,0,0,0
2021,TAUA,Maternal I,76,227.0,0,0,0,0
2021,TAUA,Maternal II,40,314.0,0,0,0,0
2021,TIJUCA,Bercario,292,2429.0,0,0,0,0
2021,TIJUCA,Maternal I,110,1384.0,0,0,0,0
2021,TIJUCA,Maternal II,66,1345.0,0,0,0,0
2021,TODOS OS SANTOS,Bercario,11,281.0,0,0,0,0
2021,TODOS OS SANTOS,Maternal I,12,165.0,0,0,0,0
2021,TODOS OS SANTOS,Maternal II,12,194.0,0,0,0,0
2021,TOMAS COELHO,Bercario,112,491.0,0,0,0,0
2021,TOMAS COELHO,Maternal I,71,254.0,0,0,0,0
2021,TOMAS COELHO,Maternal II,56,250.0,0,0,0,0
2021,TURIACU,Bercario,65,320.0,0,0,0,0
2021,TURIACU,Maternal I,52,192.0,0,0,0,0
2021,TURIACU,Maternal II,50,221.0,0,0,0,0
2021,URCA,Bercario,2,101.0,0,0,0,0
2021,URCA,Maternal I,3,68.0,0,0,0,0
2021,URCA,Maternal II,3,57.0,0,0,0,0
2021,VARGEM GRANDE,Bercario,40,606.0,0,0,0,0
2021,VARGEM GRANDE,Maternal I,49,321.0,0,0,0,0
2021,VARGEM GRANDE,Maternal II,43,329.0,0,0,0,0
2021,VARGEM PEQUENA,Bercario,59,810.0,0,0,0,0
2021,VARGEM PEQUENA,Maternal I,62,425.0,0,0,0,0
2021,VARGEM PEQUENA,Maternal II,40,400.0,0,0,0,0
2021,VASCO GAMA,Bercario,11,100.0,0,0,0,0
2021,VASCO GAMA,Maternal I,8,79.0,0,0,0,0
2021,VASCO GAMA,Maternal II,9,161.0,0,0,0,0
2021,VAZ LOBO,Bercario,94,405.0,0,0,0,0
2021,VAZ LOBO,Maternal I,69,213.0,0,0,0,0
2021,VAZ LOBO,Maternal II,52,211.0,0,0,0,0
2021,VICENTE CARVALHO,Bercario,94,542.0,0,0,0,0
2021,VICENTE CARVALHO,Maternal I,88,324.0,0,0,0,0
2021,VICENTE CARVALHO,Maternal II,66,360.0,0,0,0,0
2021,VIDIGAL,Bercario,94,376.0,0,0,0,0
2021,VIDIGAL,Maternal I,44,236.0,0,0,0,0
2021,VIDIGAL,Maternal II,21,211.0,0,0,0,0
2021,VIGARIO GERAL,Bercario,118,718.0,0,0,0,0
2021,VIGARIO GERAL,Maternal I,80,409.0,0,0,0,0
2021,VIGARIO GERAL,Maternal II,96,530.0,0,0,0,0
2021,VILA ISABEL,Bercario,185,1156.0,0,0,0,0
2021,VILA ISABEL,Maternal I,52,665.0,0,0,0,0
2021,VILA ISABEL,Maternal II,41,669.0,0,0,0,0
2021,VILA KENNEDY,Bercario,0,455.0,0,0,0,0
2021,VILA KENNEDY,Maternal I,0,309.0,0,0,0,0
2021,VILA KENNEDY,Maternal II,0,1.0,0,0,0,0
2021,VILA KOSMOS,Bercario,49,227.0,0,0,0,0
2021,VILA KOSMOS,Maternal I,50,168.0,0,0,0,0
2021,VILA KOSMOS,Maternal II,27,124.0,0,0,0,0
2021,VILA MILITAR,Bercario,12,257.0,0,0,0,0
2021,VILA MILITAR,Maternal I,18,172.0,0,0,0,0
2021,VILA MILITAR,Maternal II,14,128.0,0,0,0,0
2021,VILA PENHA,Bercario,42,558.0,0,0,0,0
2021,VILA PENHA,Maternal I,30,247.0,0,0,0,0
2021,VILA PENHA,Maternal II,36,240.0,0,0,0,0
2021,VILA VALQUEIRE,Bercario,38,628.0,0,0,0,0
2021,VILA VALQUEIRE,Maternal I,85,385.0,0,0,0,0
2021,VILA VALQUEIRE,Maternal II,73,395.0,0,0,0,0
2021,VISTA ALEGRE,Bercario,29,204.0,0,0,0,0
2021,VISTA ALEGRE,Maternal I,12,91.0,0,0,0,0
2021,VISTA ALEGRE,Maternal II,27,99.0,0,0,0,0
2021,ZUMBI,Bercario,2,31.0,0,0,0,0
2021,ZUMBI,Maternal I,3,19.0,0,0,0,0
2021,ZUMBI,Maternal II,1,14.0,0,0,0,0
2022,ABOLICAO,Bercario,15,172.0,1,1,0,0
2022,ABOLICAO,Maternal I,17,113.0,1,0,1,0
2022,ABOLICAO,Maternal II,7,85.0,1,0,0,1
2022,ACARI,Bercario,159,805.0,1,1,0,0
2022,ACARI,Maternal I,173,410.0,1,0,1,0
2022,ACARI,Maternal II,130,527.0,1,0,0,1
2022,AGUA SANTA,Bercario,9,129.0,1,1,0,0
2022,AGUA SANTA,Maternal I,27,79.0,1,0,1,0
2022,AGUA SANTA,Maternal II,12,97.0,1,0,0,1
2022,ALTO BOA VISTA,Bercario,71,194.0,1,1,0,0
2022,ALTO BOA VISTA,Maternal I,19,104.0,1,0,1,0
2022,ALTO BOA VISTA,Maternal II,14,100.0,1,0,0,1
2022,ANCHIETA,Bercario,203,1520.0,1,1,0,0
2022,ANCHIETA,Maternal I,255,943.0,1,0,1,0
2022,ANCHIETA,Maternal II,188,879.0,1,0,0,1
2022,ANDARAI,Bercario,97,535.0,1,1,0,0
2022,ANDARAI,Maternal I,47,280.0,1,0,1,0
2022,ANDARAI,Maternal II,24,369.0,1,0,0,1
2022,ANIL,Bercario,341,831.0,1,1,0,0
2022,ANIL,Maternal I,355,420.0,1,0,1,0
2022,ANIL,Maternal II,422,436.0,1,0,0,1
2022,ARGENTINO,Bercario,0,0.0,1,1,0,0
2022,ARGENTINO,Maternal I,0,0.0,1,0,1,0
2022,ARGENTINO,Maternal II,0,0.0,1,0,0,1
2022,BANCARIOS,Bercario,40,298.0,1,1,0,0
2022,BANCARIOS,Maternal I,34,146.0,1,0,1,0
2022,BANCARIOS,Maternal II,34,150.0,1,0,0,1
2022,BANGU,Bercario,1045,5245.0,1,1,0,0
2022,BANGU,Maternal I,973,2744.0,1,0,1,0
2022,BANGU,Maternal II,667,2955.0,1,0,0,1
2022,BARRA GUARATIBA,Bercario,8,150.0,1,1,0,0
2022,BARRA GUARATIBA,Maternal I,4,58.0,1,0,1,0
2022,BARRA GUARATIBA,Maternal II,2,65.0,1,0,0,1
2022,BARRA OLIMPICA,Bercario,0,0.0,1,1,0,0
2022,BARRA OLIMPICA,Maternal I,0,0.0,1,0,1,0
2022,BARRA OLIMPICA,Maternal II,0,0.0,1,0,0,1
2022,BARRA TIJUCA,Bercario,42,2425.0,1,1,0,0
2022,BARRA TIJUCA,Maternal I,54,1343.0,1,0,1,0
2022,BARRA TIJUCA,Maternal II,45,1353.0,1,0,0,1
2022,BARROS FILHO,Bercario,89,477.0,1,1,0,0
2022,BARROS FILHO,Maternal I,49,235.0,1,0,1,0
2022,BARROS FILHO,Maternal II,78,270.0,1,0,0,1
2022,BENFICA,Bercario,300,800.0,1,1,0,0
2022,BENFICA,Maternal I,233,542.0,1,0,1,0
2022,BENFICA,Maternal II,174,491.0,1,0,0,1
2022,BENTO RIBEIRO,Bercario,57,764.0,1,1,0,0
2022,BENTO RIBEIRO,Maternal I,110,417.0,1,0,1,0
2022,BENTO RIBEIRO,Maternal II,112,457.0,1,0,0,1
2022,BONSUCESSO,Bercario,227,1380.0,1,1,0,0
2022,BONSUCESSO,Maternal I,185,885.0,1,0,1,0
2022,BONSUCESSO,Maternal II,130,613.0,1,0,0,1
2022,BOTAFOGO,Bercario,35,1155.0,1,1,0,0
2022,BOTAFOGO,Maternal I,48,663.0,1,0,1,0
2022,BOTAFOGO,Maternal II,36,713.0,1,0,0,1
2022,BRAS PINA,Bercario,76,911.0,1,1,0,0
2022,BRAS PINA,Maternal I,65,476.0,1,0,1,0
2022,BRAS PINA,Maternal II,66,582.0,1,0,0,1
2022,CACHAMBI,Bercario,33,646.0,1,1,0,0
2022,CACHAMBI,Maternal I,38,341.0,1,0,1,0
2022,CACHAMBI,Maternal II,14,399.0,1,0,0,1
2022,CACUIA,Bercario,16,190.0,1,1,0,0
2022,CACUIA,Maternal I,15,95.0,1,0,1,0
2022,CACUIA,Maternal II,14,104.0,1,0,0,1
2022,CAJU,Bercario,161,684.0,1,1,0,0
2022,CAJU,Maternal I,174,391.0,1,0,1,0
2022,CAJU,Maternal II,96,438.0,1,0,0,1
2022,CAMORIM,Bercario,119,174.0,1,1,0,0
2022,CAMORIM,Maternal I,70,134.0,1,0,1,0
2022,CAMORIM,Maternal II,57,101.0,1,0,0,1
2022,CAMPINHO,Bercario,23,257.0,1,1,0,0
2022,CAMPINHO,Maternal I,26,171.0,1,0,1,0
2022,CAMPINHO,Maternal II,25,159.0,1,0,0,1
2022,CAMPO AFONSOS,Bercario,1,59.0,1,1,0,0
2022,CAMPO AFONSOS,Maternal I,1,18.0,1,0,1,0
2022,CAMPO AFONSOS,Maternal II,3,38.0,1,0,0,1
2022,CAMPO GRANDE,Bercario,1527,8716.0,1,1,0,0
2022,CAMPO GRANDE,Maternal I,1621,4851.0,1,0,1,0
2022,CAMPO GRANDE,Maternal II,1179,5046.0,1,0,0,1
2022,CASCADURA,Bercario,129,623.0,1,1,0,0
2022,CASCADURA,Maternal I,112,378.0,1,0,1,0
2022,CASCADURA,Maternal II,95,378.0,1,0,0,1
2022,CATETE,Bercario,45,335.0,1,1,0,0
2022,CATETE,Maternal I,31,184.0,1,0,1,0
2022,CATETE,Maternal II,22,225.0,1,0,0,1
2022,CATUMBI,Bercario,158,352.0,1,1,0,0
2022,CATUMBI,Maternal I,65,210.0,1,0,1,0
2022,CATUMBI,Maternal II,25,180.0,1,0,0,1
2022,CAVALCANTE,Bercario,90,355.0,1,1,0,0
2022,CAVALCANTE,Maternal I,30,194.0,1,0,1,0
2022,CAVALCANTE,Maternal II,47,225.0,1,0,0,1
2022,CENTRO,Bercario,124,522.0,1,1,0,0
2022,CENTRO,Maternal I,121,325.0,1,0,1,0
2022,CENTRO,Maternal II,82,295.0,1,0,0,1
2022,CIDADE DEUS,Bercario,310,1415.0,1,1,0,0
2022,CIDADE DEUS,Maternal I,331,720.0,1,0,1,0
2022,CIDADE DEUS,Maternal II,179,833.0,1,0,0,1
2022,CIDADE NOVA,Bercario,40,113.0,1,1,0,0
2022,CIDADE NOVA,Maternal I,19,73.0,1,0,1,0
2022,CIDADE NOVA,Maternal II,16,66.0,1,0,0,1
2022,CIDADE UNIVERSITARIA,Bercario,3,25.0,1,1,0,0
2022,CIDADE UNIVERSITARIA,Maternal I,1,26.0,1,0,1,0
2022,CIDADE UNIVERSITARIA,Maternal II,0,23.0,1,0,0,1
2022,COCOTA,Bercario,12,143.0,1,1,0,0
2022,COCOTA,Maternal I,9,77.0,1,0,1,0
2022,COCOTA,Maternal II,8,66.0,1,0,0,1
2022,COELHO NETO,Bercario,169,617.0,1,1,0,0
2022,COELHO NETO,Maternal I,165,382.0,1,0,1,0
2022,COELHO NETO,Maternal II,135,408.0,1,0,0,1
2022,COLEGIO,Bercario,102,700.0,1,1,0,0
2022,COLEGIO,Maternal I,104,351.0,1,0,1,0
2022,COLEGIO,Maternal II,170,432.0,1,0,0,1
2022,COMPLEXO ALEMAO,Bercario,1,364.0,1,1,0,0
2022,COMPLEXO ALEMAO,Maternal I,0,427.0,1,0,1,0
2022,COMPLEXO ALEMAO,Maternal II,0,509.0,1,0,0,1
2022,COMPLEXO MARE,Bercario,495,2569.0,1,1,0,0
2022,COMPLEXO MARE,Maternal I,301,1259.0,1,0,1,0
2022,COMPLEXO MARE,Maternal II,267,1754.0,1,0,0,1
2022,COPACABANA,Bercario,205,1737.0,1,1,0,0
2022,COPACABANA,Maternal I,117,1059.0,1,0,1,0
2022,COPACABANA,Maternal II,108,1035.0,1,0,0,1
2022,CORDOVIL,Bercario,88,846.0,1,1,0,0
2022,CORDOVIL,Maternal I,56,424.0,1,0,1,0
2022,CORDOVIL,Maternal II,105,512.0,1,0,0,1
2022,COSME VELHO,Bercario,41,167.0,1,1,0,0
2022,COSME VELHO,Maternal I,7,67.0,1,0,1,0
2022,COSME VELHO,Maternal II,3,84.0,1,0,0,1
2022,COSMOS,Bercario,403,2315.0,1,1,0,0
2022,COSMOS,Maternal I,479,1091.0,1,0,1,0
2022,COSMOS,Maternal II,305,1152.0,1,0,0,1
2022,COSTA BARROS,Bercario,386,1188.0,1,1,0,0
2022,COSTA BARROS,Maternal I,263,552.0,1,0,1,0
2022,COSTA BARROS,Maternal II,216,678.0,1,0,0,1
2022,CURICICA,Bercario,231,1324.0,1,1,0,0
2022,CURICICA,Maternal I,234,899.0,1,0,1,0
2022,CURICICA,Maternal II,182,863.0,1,0,0,1
2022,DEL CASTILHO,Bercario,107,505.0,1,1,0,0
2022,DEL CASTILHO,Maternal I,72,303.0,1,0,1,0
2022,DEL CASTILHO,Maternal II,44,327.0,1,0,0,1
2022,DEODORO,Bercario,76,267.0,1,1,0,0
2022,DEODORO,Maternal I,69,136.0,1,0,1,0
2022,DEODORO,Maternal II,62,125.0,1,0,0,1
2022,ENCANTADO,Bercario,13,204.0,1,1,0,0
2022,ENCANTADO,Maternal I,26,109.0,1,0,1,0
2022,ENCANTADO,Maternal II,21,153.0,1,0,0,1
2022,ENGENHEIRO LEAL,Bercario,10,136.0,1,1,0,0
2022,ENGENHEIRO LEAL,Maternal I,13,71.0,1,0,1,0
2022,ENGENHEIRO LEAL,Maternal II,29,61.0,1,0,0,1
2022,ENGENHO DENTRO,Bercario,90,918.0,1,1,0,0
2022,ENGENHO DENTRO,Maternal I,88,515.0,1,0,1,0
2022,ENGENHO DENTRO,Maternal II,60,556.0,1,0,0,1
2022,ENGENHO NOVO,Bercario,239,900.0,1,1,0,0
2022,ENGENHO NOVO,Maternal I,77,510.0,1,0,1,0
2022,ENGENHO NOVO,Maternal II,40,535.0,1,0,0,1
2022,ENGENHO RAINHA,Bercario,112,520.0,1,1,0,0
2022,ENGENHO RAINHA,Maternal I,74,284.0,1,0,1,0
2022,ENGENHO RAINHA,Maternal II,62,308.0,1,0,0,1
2022,ESTACIO,Bercario,140,403.0,1,1,0,0
2022,ESTACIO,Maternal I,71,233.0,1,0,1,0
2022,ESTACIO,Maternal II,58,287.0,1,0,0,1
2022,FLAMENGO,Bercario,37,542.0,1,1,0,0
2022,FLAMENGO,Maternal I,15,366.0,1,0,1,0
2022,FLAMENGO,Maternal II,18,351.0,1,0,0,1
2022,FREGUESIA ILHA,Bercario,69,446.0,1,1,0,0
2022,FREGUESIA ILHA,Maternal I,39,191.0,1,0,1,0
2022,FREGUESIA ILHA,Maternal II,38,262.0,1,0,0,1
2022,FREGUESIA JPA,Bercario,131,1327.0,1,1,0,0
2022,FREGUESIA JPA,Maternal I,125,730.0,1,0,1,0
2022,FREGUESIA JPA,Maternal II,62,824.0,1,0,0,1
2022,GALEAO,Bercario,153,715.0,1,1,0,0
2022,GALEAO,Maternal I,84,332.0,1,0,1,0
2022,GALEAO,Maternal II,98,271.0,1,0,0,1
2022,GAMBOA,Bercario,65,310.0,1,1,0,0
2022,GAMBOA,Maternal I,32,154.0,1,0,1,0
2022,GAMBOA,Maternal II,60,161.0,1,0,0,1
2022,GARDENIA AZUL,Bercario,256,1022.0,1,1,0,0
2022,GARDENIA AZUL,Maternal I,217,554.0,1,0,1,0
2022,GARDENIA AZUL,Maternal II,180,608.0,1,0,0,1
2022,GAVEA,Bercario,105,318.0,1,1,0,0
2022,GAVEA,Maternal I,53,187.0,1,0,1,0
2022,GAVEA,Maternal II,55,229.0,1,0,0,1
2022,GERICINO,Bercario,0,13.0,1,1,0,0
2022,GERICINO,Maternal I,0,3.0,1,0,1,0
2022,GERICINO,Maternal II,0,1.0,1,0,0,1
2022,GLORIA,Bercario,38,147.0,1,1,0,0
2022,GLORIA,Maternal I,22,141.0,1,0,1,0
2022,GLORIA,Maternal II,27,64.0,1,0,0,1
2022,GRAJAU,Bercario,101,483.0,1,1,0,0
2022,GRAJAU,Maternal I,53,313.0,1,0,1,0
2022,GRAJAU,Maternal II,32,329.0,1,0,0,1
2022,GRUMARI,Bercario,0,10.0,1,1,0,0
2022,GRUMARI,Maternal I,0,3.0,1,0,1,0
2022,GRUMARI,Maternal II,0,3.0,1,0,0,1
2022,GUADALUPE,Bercario,87,1023.0,1,1,0,0
2022,GUADALUPE,Maternal I,138,599.0,1,0,1,0
2022,GUADALUPE,Maternal II,148,650.0,1,0,0,1
2022,GUARATIBA,Bercario,786,3840.0,1,1,0,0
2022,GUARATIBA,Maternal I,745,1851.0,1,0,1,0
2022,GUARATIBA,Maternal II,714,2084.0,1,0,0,1
2022,HIGIENOPOLIS,Bercario,17,229.0,1,1,0,0
2022,HIGIENOPOLIS,Maternal I,15,135.0,1,0,1,0
2022,HIGIENOPOLIS,Maternal II,29,144.0,1,0,0,1
2022,HONORIO GURGEL,Bercario,62,477.0,1,1,0,0
2022,HONORIO GURGEL,Maternal I,69,281.0,1,0,1,0
2022,HONORIO GURGEL,Maternal II,93,347.0,1,0,0,1
2022,HUMAITA,Bercario,6,180.0,1,1,0,0
2022,HUMAITA,Maternal I,9,127.0,1,0,1,0
2022,HUMAITA,Maternal II,3,116.0,1,0,0,1
2022,ILHA GUARATIBA,Bercario,1,0.0,1,1,0,0
2022,ILHA GUARATIBA,Maternal I,0,0.0,1,0,1,0
2022,ILHA GUARATIBA,Maternal II,0,0.0,1,0,0,1
2022,INHAUMA,Bercario,317,1634.0,1,1,0,0
2022,INHAUMA,Maternal I,222,778.0,1,0,1,0
2022,INHAUMA,Maternal II,148,841.0,1,0,0,1
2022,INHOAIBA,Bercario,450,1851.0,1,1,0,0
2022,INHOAIBA,Maternal I,482,929.0,1,0,1,0
2022,INHOAIBA,Maternal II,309,1028.0,1,0,0,1
2022,IPANEMA,Bercario,6,545.0,1,1,0,0
2022,IPANEMA,Maternal I,1,275.0,1,0,1,0
2022,IPANEMA,Maternal II,3,313.0,1,0,0,1
2022,IRAJA,Bercario,230,1694.0,1,1,0,0
2022,IRAJA,Maternal I,251,923.0,1,0,1,0
2022,IRAJA,Maternal II,184,1006.0,1,0,0,1
2022,ITANHANGA,Bercario,218,1471.0,1,1,0,0
2022,ITANHANGA,Maternal I,282,763.0,1,0,1,0
2022,ITANHANGA,Maternal II,236,841.0,1,0,0,1
2022,JABOUR,Bercario,0,0.0,1,1,0,0
2022,JABOUR,Maternal I,0,0.0,1,0,1,0
2022,JABOUR,Maternal II,0,0.0,1,0,0,1
2022,JACARE,Bercario,203,648.0,1,1,0,0
2022,JACARE,Maternal I,110,249.0,1,0,1,0
2022,JACARE,Maternal II,75,155.0,1,0,0,1
2022,JACAREPAGUA,Bercario,573,4959.0,1,1,0,0
2022,JACAREPAGUA,Maternal I,556,2241.0,1,0,1,0
2022,JACAREPAGUA,Maternal II,450,2666.0,1,0,0,1
2022,JACAREZINHO,Bercario,39,413.0,1,1,0,0
2022,JACAREZINHO,Maternal I,13,277.0,1,0,1,0
2022,JACAREZINHO,Maternal II,17,414.0,1,0,0,1
2022,JARDIM AMERICA,Bercario,133,659.0,1,1,0,0
2022,JARDIM AMERICA,Maternal I,129,384.0,1,0,1,0
2022,JARDIM AMERICA,Maternal II,83,444.0,1,0,0,1
2022,JARDIM BOTANICO,Bercario,1,234.0,1,1,0,0
2022,JARDIM BOTANICO,Maternal I,0,140.0,1,0,1,0
2022,JARDIM BOTANICO,Maternal II,4,171.0,1,0,0,1
2022,JARDIM CARIOCA,Bercario,43,452.0,1,1,0,0
2022,JARDIM CARIOCA,Maternal I,36,226.0,1,0,1,0
2022,JARDIM CARIOCA,Maternal II,23,234.0,1,0,0,1
2022,JARDIM GUANABARA,Bercario,5,375.0,1,1,0,0
2022,JARDIM GUANABARA,Maternal I,4,209.0,1,0,1,0
2022,JARDIM GUANABARA,Maternal II,7,212.0,1,0,0,1
2022,JARDIM SULACAP,Bercario,19,372.0,1,1,0,0
2022,JARDIM SULACAP,Maternal I,24,197.0,1,0,1,0
2022,JARDIM SULACAP,Maternal II,30,201.0,1,0,0,1
2022,JOA,Bercario,0,15.0,1,1,0,0
2022,JOA,Maternal I,0,5.0,1,0,1,0
2022,JOA,Maternal II,2,5.0,1,0,0,1
2022,LAGOA,Bercario,3,276.0,1,1,0,0
2022,LAGOA,Maternal I,2,146.0,1,0,1,0
2022,LAGOA,Maternal II,2,150.0,1,0,0,1
2022,LAPA,Bercario,1,83.0,1,1,0,0
2022,LAPA,Maternal I,0,33.0,1,0,1,0
2022,LAPA,Maternal II,0,60.0,1,0,0,1
2022,LARANJEIRAS,Bercario,30,553.0,1,1,0,0
2022,LARANJEIRAS,Maternal I,28,315.0,1,0,1,0
2022,LARANJEIRAS,Maternal II,20,388.0,1,0,0,1
2022,LEBLON,Bercario,4,554.0,1,1,0,0
2022,LEBLON,Maternal I,2,315.0,1,0,1,0
2022,LEBLON,Maternal II,3,345.0,1,0,0,1
2022,LEME,Bercario,31,213.0,1,1,0,0
2022,LEME,Maternal I,18,120.0,1,0,1,0
2022,LEME,Maternal II,10,119.0,1,0,0,1
2022,LINS VASCONCELOS,Bercario,208,773.0,1,1,0,0
2022,LINS VASCONCELOS,Maternal I,79,418.0,1,0,1,0
2022,LINS VASCONCELOS,Maternal II,30,469.0,1,0,0,1
2022,MADUREIRA,Bercario,172,1012.0,1,1,0,0
2022,MADUREIRA,Maternal I,136,626.0,1,0,1,0
2022,MADUREIRA,Maternal II,94,588.0,1,0,0,1
2022,MAGALHAES BASTOS,Bercario,85,447.0,1,1,0,0
2022,MAGALHAES BASTOS,Maternal I,75,270.0,1,0,1,0
2022,MAGALHAES BASTOS,Maternal II,61,299.0,1,0,0,1
2022,MANGUEIRA,Bercario,204,493.0,1,1,0,0
2022,MANGUEIRA,Maternal I,78,266.0,1,0,1,0
2022,MANGUEIRA,Maternal II,65,306.0,1,0,0,1
2022,MANGUINHOS,Bercario,99,826.0,1,1,0,0
2022,MANGUINHOS,Maternal I,105,414.0,1,0,1,0
2022,MANGUINHOS,Maternal II,70,484.0,1,0,0,1
2022,MARACANA,Bercario,15,327.0,1,1,0,0
2022,MARACANA,Maternal I,9,188.0,1,0,1,0
2022,MARACANA,Maternal II,17,231.0,1,0,0,1
2022,MARECHAL HERMES,Bercario,78,861.0,1,1,0,0
2022,MARECHAL HERMES,Maternal I,131,413.0,1,0,1,0
2022,MARECHAL HERMES,Maternal II,145,480.0,1,0,0,1
2022,MARIA GRACA,Bercario,7,113.0,1,1,0,0
2022,MARIA GRACA,Maternal I,8,55.0,1,0,1,0
2022,MARIA GRACA,Maternal II,10,82.0,1,0,0,1
2022,MEIER,Bercario,35,505.0,1,1,0,0
2022,MEIER,Maternal I,29,356.0,1,0,1,0
2022,MEIER,Maternal II,10,325.0,1,0,0,1
2022,MONERO,Bercario,3,58.0,1,1,0,0
2022,MONERO,Maternal I,4,29.0,1,0,1,0
2022,MONERO,Maternal II,4,35.0,1,0,0,1
2022,OLARIA,Bercario,172,957.0,1,1,0,0
2022,OLARIA,Maternal I,150,522.0,1,0,1,0
2022,OLARIA,Maternal II,74,599.0,1,0,0,1
2022,OSWALDO CRUZ,Bercario,36,554.0,1,1,0,0
2022,OSWALDO CRUZ,Maternal I,57,306.0,1,0,1,0
2022,OSWALDO CRUZ,Maternal II,97,358.0,1,0,0,1
2022,PACIENCIA,Bercario,694,2847.0,1,1,0,0
2022,PACIENCIA,Maternal I,589,1386.0,1,0,1,0
2022,PACIENCIA,Maternal II,354,1617.0,1,0,0,1
2022,PADRE MIGUEL,Bercario,148,1239.0,1,1,0,0
2022,PADRE MIGUEL,Maternal I,174,771.0,1,0,1,0
2022,PADRE MIGUEL,Maternal II,122,861.0,1,0,0,1
2022,PAQUETA,Bercario,23,73.0,1,1,0,0
2022,PAQUETA,Maternal I,12,50.0,1,0,1,0
2022,PAQUETA,Maternal II,5,38.0,1,0,0,1
2022,PARADA LUCAS,Bercario,64,592.0,1,1,0,0
2022,PARADA LUCAS,Maternal I,45,318.0,1,0,1,0
2022,PARADA LUCAS,Maternal II,40,351.0,1,0,0,1
2022,PARQUE ANCHIETA,Bercario,30,406.0,1,1,0,0
2022,PARQUE ANCHIETA,Maternal I,63,169.0,1,0,1,0
2022,PARQUE ANCHIETA,Maternal II,46,211.0,1,0,0,1
2022,PARQUE COLUMBIA,Bercario,23,97.0,1,1,0,0
2022,PARQUE COLUMBIA,Maternal I,15,57.0,1,0,1,0
2022,PARQUE COLUMBIA,Maternal II,5,63.0,1,0,0,1
2022,PAVUNA,Bercario,373,1909.0,1,1,0,0
2022,PAVUNA,Maternal I,365,1033.0,1,0,1,0
2022,PAVUNA,Maternal II,245,1117.0,1,0,0,1
2022,PECHINCHA,Bercario,37,789.0,1,1,0,0
2022,PECHINCHA,Maternal I,36,423.0,1,0,1,0
2022,PECHINCHA,Maternal II,30,451.0,1,0,0,1
2022,PEDRA GUARATIBA,Bercario,80,898.0,1,1,0,0
2022,PEDRA GUARATIBA,Maternal I,112,555.0,1,0,1,0
2022,PEDRA GUARATIBA,Maternal II,67,564.0,1,0,0,1
2022,PENHA,Bercario,268,1533.0,1,1,0,0
2022,PENHA,Maternal I,183,914.0,1,0,1,0
2022,PENHA,Maternal II,92,840.0,1,0,0,1
2022,PENHA CIRCULAR,Bercario,135,801.0,1,1,0,0
2022,PENHA CIRCULAR,Maternal I,77,374.0,1,0,1,0
2022,PENHA CIRCULAR,Maternal II,65,543.0,1,0,0,1
2022,PIEDADE,Bercario,82,789.0,1,1,0,0
2022,PIEDADE,Maternal I,105,437.0,1,0,1,0
2022,PIEDADE,Maternal II,97,475.0,1,0,0,1
2022,PILARES,Bercario,97,483.0,1,1,0,0
2022,PILARES,Maternal I,72,317.0,1,0,1,0
2022,PILARES,Maternal II,52,307.0,1,0,0,1
2022,PITANGUEIRAS,Bercario,7,170.0,1,1,0,0
2022,PITANGUEIRAS,Maternal I,1,97.0,1,0,1,0
2022,PITANGUEIRAS,Maternal II,8,85.0,1,0,0,1
2022,PORTUGUESA,Bercario,60,307.0,1,1,0,0
2022,PORTUGUESA,Maternal I,32,176.0,1,0,1,0
2022,PORTUGUESA,Maternal II,24,143.0,1,0,0,1
2022,PRACA BANDEIRA,Bercario,15,144.0,1,1,0,0
2022,PRACA BANDEIRA,Maternal I,11,97.0,1,0,1,0
2022,PRACA BANDEIRA,Maternal II,10,68.0,1,0,0,1
2022,PRACA SECA,Bercario,175,1333.0,1,1,0,0
2022,PRACA SECA,Maternal I,175,713.0,1,0,1,0
2022,PRACA SECA,Maternal II,190,814.0,1,0,0,1
2022,PRAIA BANDEIRA,Bercario,5,73.0,1,1,0,0
2022,PRAIA BANDEIRA,Maternal I,2,29.0,1,0,1,0
2022,PRAIA BANDEIRA,Maternal II,6,45.0,1,0,0,1
2022,QUINTINO BOCAIUVA,Bercario,49,505.0,1,1,0,0
2022,QUINTINO BOCAIUVA,Maternal I,35,273.0,1,0,1,0
2022,QUINTINO BOCAIUVA,Maternal II,65,346.0,1,0,0,1
2022,RAMOS,Bercario,206,1486.0,1,1,0,0
2022,RAMOS,Maternal I,168,729.0,1,0,1,0
2022,RAMOS,Maternal II,198,633.0,1,0,0,1
2022,REALENGO,Bercario,619,3846.0,1,1,0,0
2022,REALENGO,Maternal I,577,2041.0,1,0,1,0
2022,REALENGO,Maternal II,408,2182.0,1,0,0,1
2022,RECREIO BANDEIRANTES,Bercario,228,2780.0,1,1,0,0
2022,RECREIO BANDEIRANTES,Maternal I,228,1457.0,1,0,1,0
2022,RECREIO BANDEIRANTES,Maternal II,155,1425.0,1,0,0,1
2022,RIACHUELO,Bercario,14,171.0,1,1,0,0
2022,RIACHUELO,Maternal I,7,99.0,1,0,1,0
