ano,territorio,grupamento_modelo,inscritos,universo_elegivel_proxy,tendencia,tend_bercario,tend_maternal_i,tend_maternal_ii,ano_caged_lag1,caged_taxa_lag1,caged_estoque_dez_lag1,previsto,taxa_anterior,prev_persistencia,modelo
2026,ANIL,Bercario,0,662.0,5,5,0,0,2025,0.019417862207853187,2125526,551.0058867077661,0.39444444444444443,261.1222222222222,PPML-FE base replicado
2026,ANIL,Maternal I,0,367.0,5,0,5,0,2025,0.019417862207853187,2125526,459.5330862846045,0.8656036446469249,317.67653758542144,PPML-FE base replicado
2026,ANIL,Maternal II,0,439.0,5,0,0,5,2025,0.019417862207853187,2125526,266.9157574769919,1.049095607235142,460.5529715762274,PPML-FE base replicado
2026,BANCARIOS,Bercario,0,256.0,5,5,0,0,2025,0.019417862207853187,2125526,68.7644132261205,0.316,80.896,PPML-FE base replicado
2026,BANCARIOS,Maternal I,0,123.0,5,0,5,0,2025,0.019417862207853187,2125526,49.70285776115526,0.21505376344086022,26.451612903225808,PPML-FE base replicado
2026,BANCARIOS,Maternal II,0,186.0,5,0,0,5,2025,0.019417862207853187,2125526,36.4962433862166,0.2446043165467626,45.49640287769784,PPML-FE base replicado
2026,BANGU,Bercario,0,3901.0,5,5,0,0,2025,0.019417862207853187,2125526,1227.5248432740545,0.25098425196850394,979.0895669291339,PPML-FE base replicado
2026,BANGU,Maternal I,0,2138.0,5,0,5,0,2025,0.019417862207853187,2125526,1012.0792324767444,0.34335635920357577,734.0958959772449,PPML-FE base replicado
2026,BANGU,Maternal II,0,2461.0,5,0,0,5,2025,0.019417862207853187,2125526,565.6885619740432,0.20786298170494355,511.5507979758661,PPML-FE base replicado
2026,BARRA GUARATIBA,Bercario,0,94.0,5,5,0,0,2025,0.019417862207853187,2125526,16.460426495900084,0.17699115044247787,16.63716814159292,PPML-FE base replicado
2026,BARRA GUARATIBA,Maternal I,0,71.0,5,0,5,0,2025,0.019417862207853187,2125526,18.703550273108995,0.22807017543859648,16.19298245614035,PPML-FE base replicado
2026,BARRA GUARATIBA,Maternal II,0,57.0,5,0,0,5,2025,0.019417862207853187,2125526,7.291208703034008,0.2112676056338028,12.04225352112676,PPML-FE base replicado
2026,BARRA OLIMPICA,Bercario,0,1025.0,5,5,0,0,2025,0.019417862207853187,2125526,197.52041418746956,0.13026819923371646,133.52490421455937,PPML-FE base replicado
2026,BARRA TIJUCA,Bercario,0,2259.0,5,5,0,0,2025,0.019417862207853187,2125526,113.76656680209517,0.01758901758901759,39.73359073359074,PPML-FE base replicado
2026,BARRA TIJUCA,Maternal I,0,1168.0,5,0,5,0,2025,0.019417862207853187,2125526,88.48990658693248,0.07933884297520662,92.66776859504132,PPML-FE base replicado
2026,BARRA TIJUCA,Maternal II,0,1210.0,5,0,0,5,2025,0.019417862207853187,2125526,44.513857945507816,0.020066889632107024,24.2809364548495,PPML-FE base replicado
2026,BARROS FILHO,Bercario,0,361.0,5,5,0,0,2025,0.019417862207853187,2125526,103.99413125806272,0.2446043165467626,88.3021582733813,PPML-FE base replicado
2026,BARROS FILHO,Maternal I,0,222.0,5,0,5,0,2025,0.019417862207853187,2125526,96.20708947854497,0.3048128342245989,67.66844919786097,PPML-FE base replicado
2026,BARROS FILHO,Maternal II,0,187.0,5,0,0,5,2025,0.019417862207853187,2125526,39.35090091399465,0.20089285714285715,37.566964285714285,PPML-FE base replicado
2026,BENFICA,Bercario,0,603.0,5,5,0,0,2025,0.019417862207853187,2125526,274.6678671367929,0.3128491620111732,188.64804469273744,PPML-FE base replicado
2026,BENFICA,Maternal I,0,408.0,5,0,5,0,2025,0.019417862207853187,2125526,279.57811893375356,0.465625,189.975,PPML-FE base replicado
2026,BENFICA,Maternal II,0,320.0,5,0,0,5,2025,0.019417862207853187,2125526,106.47605823537633,0.2647058823529412,84.70588235294117,PPML-FE base replicado
2026,BENTO RIBEIRO,Bercario,0,590.0,5,5,0,0,2025,0.019417862207853187,2125526,136.06877298286219,0.16940789473684212,99.95065789473685,PPML-FE base replicado
2026,BENTO RIBEIRO,Maternal I,0,319.0,5,0,5,0,2025,0.019417862207853187,2125526,110.67502082543012,0.3787375415282392,120.8172757475083,PPML-FE base replicado
2026,BENTO RIBEIRO,Maternal II,0,301.0,5,0,0,5,2025,0.019417862207853187,2125526,50.70892411225857,0.18285714285714286,55.04,PPML-FE base replicado
