indicador,valor
linhas_query_a,837179.0
criancas_ano_unicas,296084.0
criancas_ano_geografia_valida,292333.0
cobertura_geografica_pct,98.73312978749274
bairros_modelo,166.0
alpha_nb_final,0.05293890706359489
