ano,codigo_unidade,demanda_observada,nome_unidade,ano_alvo,ano_caged,mes_corte,admissoes_fem_jan_corte,desligamentos_fem_jan_corte,saldo_fem_jan_corte,estoque_formal_total_inicio,cag_fem_taxa,cag_fem_z,media_treino,desvio_treino
2021,1019622,69,CM SEMPRE VIDA PARQUE DE SANTA CRUZ,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019623,318,CM SEMPRE VIDA TERRA DA PAZ,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019624,167,CM ZACARIAS - O TRAPALHÃO,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019625,77,CM NARIZINHO,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019626,71,CM PEDRINHO,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019627,77,CM VOVÓ BENTA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019628,235,CM IRINÉA DOS SANTOS PAIVA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019630,109,CM ESTRELA DALVA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019631,306,CM TIA HILDA MACEDO,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019632,559,CM MIRIAM PIRES,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019633,185,CM MERILUCE DE OLIVEIRA MÜLLER,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019801,456,EDI SARGENTO IZO GOMES PATRÍCIO,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019802,188,EDI LARISSA DOS SANTOS ATANAZIO,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019803,356,EDI LARYSSA SILVA MARTINS,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019804,109,EDI PROFESSORA MARIA LUIZA JOBIM DE QUEIROZ,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019805,225,EDI PROFESSOR CELSO DE ALMEIDA CHAVES,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019806,157,EDI PROFESSOR RUBEM GONÇALVES,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019807,159,EDI PROFESSOR ANTONIO ALFREDO MERCADANTE,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019808,169,EDI GEÓGRAFO AZIZ AB' SABER,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019809,155,EDI PROFESSORA CARMEN FRAGA DE ARAÚJO,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019810,74,EDI PROFESSORA ROSELE NICOLAU JORGE COUTINHO,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019811,63,EDI PROFESSORA RAQUEL KELLY LANERA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019815,201,EDI JOÃO CORRÊA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019818,193,EDI RENÉE BISCAIA RAPOSO,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019820,186,EDI INAIÁ WANDERLEY CARMO,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019821,367,EDI PROFESSORA SOLANGE INÁCIA DE SÁ DE LACERDA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019822,286,EDI PROFESSORA KATIA MIRANDA SANTOS,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019823,105,EDI MARIA ROSANGELA OLIVEIRA (TIA NEGUINHA),2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019824,294,EDI PROFESSORA LILIA CHAVES DA COSTA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019826,346,EDI THAMIRIS DE ANDRADE DA SILVA SANTOS,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019827,408,EDI MEDALHISTA OLÍMPICA POLIANA OKIMOTO,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019828,349,EDI MEDALHISTA OLÍMPICO ERLON DE SOUZA SILVA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1019831,450,EDI PROFESSORA MARIA MESQUITA DE SIQUEIRA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,102601,191,CM SEMPRE VIDA SANTO ANTÔNIO DE PÁDUA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,102602,383,CM ANA MARIA DA CRUZ SILVA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,102604,457,CM ARCO-ÍRIS,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,102605,490,CM ALDEIA DOS CURUMINS,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,102606,434,CM GEORGE SAVALLA GOMES - PALHAÇO CAREQUINHA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1026601,476,CM SONHO DE CRIANÇA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1026602,317,CM NOSSA SENHORA DA GLÓRIA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1026603,329,CM SEMPRE VIDA COLÔNIA DOS PESCADORES,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1026604,440,CM JOSEPHA FERREIRA DA COSTA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1026801,262,EDI SAMIRA PIRES RIBEIRO,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1026802,886,EDI PROFESSOR MARCOS FLAMÍNIO PORTUGAL PINTO,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1026803,237,EDI PADRE CARLOS HENRIQUE DE SOUZA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1026805,622,EDI MEDALHISTA OLÍMPICO IZAQUIAS QUEIROZ DOS SANTOS,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1026806,530,EDI MEDALHISTA OLÍMPICO FELIPE ALMEIDA WU,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1026807,765,EDI ALFREDO FERNANDO VAZ GUIMARÃES JÚNIOR,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1026809,400,EDI MEDALHISTA PARALÍMPICO RICARDO COSTA DE OLIVEIRA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1026810,772,EDI ALCEBÍADES FRANCISCO ROSA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1026811,356,EDI GERMANO THOMÉ DE OLIVEIRA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,102802,95,EDI CAMPOS SALLES,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,102803,133,EDI RACHEL DE QUEIROZ,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,103601,39,CM ESPAÇO LIVRE DA CRIANÇA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,103602,132,CM DIREITOS HUMANOS,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,103604,136,CM SONHO INFANTIL,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,103605,227,CM BRINCADEIRAS DE CRIANÇA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,103606,216,CM CAMPOS DA PAZ,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,103607,349,CM ESTÁCIO DE SÁ,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,103801,192,EDI PROFESSORA SIMONE SOUSA PIMENTEL,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,103802,322,EDI LILY MARINHO,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,103804,97,EDI ZÉLIA GATTAI AMADO,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,103805,184,EDI BEATRIZ VICÊNCIA BANDEIRA RYFF,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,103806,34,EDI FUNDAÇÃO LEÃO XIII,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,103807,320,EDI MARIA LUIZA NOBRE - TIA LUIZINHA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,107601,130,CM ADALBERTO ISMAEL DE SOUZA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,107602,325,CM DEPUTADO LUIZ EDUARDO DE MAGALHÃES,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,107603,187,CM VOVÓ LUCÍOLA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,107604,283,CM HOMERO JOSÉ DOS SANTOS,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,107605,247,CM EDUARDO MOREIRA DOS SANTOS,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,107606,180,CM FRANCISCO ALVES,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,107607,330,CM NAÇÃO MANGUEIRENSE,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,107608,54,CM SAMORA MACHEL,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,107609,339,CM VASQUINHO,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,107610,520,CM ARARA AZUL,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,107801,140,EDI PROFESSORA DAYSE MALAGOLE,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,107802,46,EDI MORRO DOS TELÉGRAFOS,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,107803,45,EDI DOIS DE JULHO,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1120201,58,CIEP OLGA BENÁRIO PRESTES,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1120601,355,CM STELLA MARIS,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1120602,531,CM CORA CORALINA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1120603,455,CM DOUTOR ANTÔNIO MONTEIRO,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1120604,435,CM MARIA ARMINDA F. SOUZA AGUIAR,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1120605,331,CM SEMPRE VIDA LORETO,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1120606,556,CM TAUÁ,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1120801,313,EDI JOSÉ DE SOUZA RAMOS,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1120802,407,EDI NEUSA MARIA GOULART BRIZOLA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,1120804,402,EDI PROFESSORA ANNA MARIA JESUS CONCEICAO,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,121001,37,EM JOAQUIM MANUEL DE MACEDO,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,123601,158,CM JOSÉ MARINHO DE OLIVEIRA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,123603,139,CM FALLET,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,123801,28,EDI HELOÍSA MARINHO,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,204601,124,CM TIA AMÁLIA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,204602,552,CM ARACY GUIMARÃES ROSA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,204803,125,EDI GABRIELA MISTRAL,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,204804,136,EDI PROFESSORA SARITA KONDER,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,204805,266,EDI CLAUDIO CAVALCANTI,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,204806,257,EDI IRMA MARGARITA ALARCON,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,205601,618,CM IRMÃS BAPTISTA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,205602,233,CM TIA SONIA CRISPINIANO,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,205801,217,EDI DONA MARCELA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,205802,47,EDI PORTO RICO,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,206601,141,CM DOUTOR SOBRAL PINTO,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,206602,209,CM VIDIGAL,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,206603,344,CM JACÓ INÁCIO GOMES,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,206605,310,CM DOUTOR PEDRO BLOCH,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,206606,277,CM ELZA MACHADO DOS SANTOS - TIA ELZA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,208601,155,CM CASA BRANCA - PROFESSOR PAULO FREIRE,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,208603,98,CM RAÍZES DO SALGUEIRO,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,208604,213,CM TIA BELA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,208605,99,CM TIA MARIA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,208606,174,CM DOUTOR RONALDO LUIZ GAZOLLA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,208607,127,CM DOS SONHOS,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,208608,271,CM DOUTOR SÉRGIO AROUCA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,208801,129,EDI IGOR MORAES DA SILVA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,208806,91,EDI RAIO DE SOL,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,209601,170,CM PIPA NO CÉU,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,209602,197,CM CANTINHO DO CÉU,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,209603,101,CM GALDINO MANOEL DA SILVA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,209604,121,CM NOVA DIVINÉIA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,209605,132,CM SÃO SEBASTIÃO - ARRELIA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,209606,129,CM WINNIE MANDELA,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
2021,209607,216,CM SOLANGE MARIA MAGALHÃES,2021,2020,9,152535,206706,-54171,1858047.0,-0.0291548060947866,-1.6883275078476707,0.005083723205515,0.0202795542577814
