codigo_unidade,ano_previsao,demanda_prevista_inscritos,demanda_prevista_efetiva,demanda_efetiva_p025,demanda_efetiva_p975,capacidade_ano_anterior
918829,2026,,35.12073163260048,,,
3004,2026,,34.94026706286162,,,
1026602,2026,,34.78790661773944,,,
5007,2026,,34.727782788030964,,,
3041,2026,,34.704521042622524,,,
208605,2026,,34.69156977453662,,,
1019803,2026,,34.50366853264412,,,
2015,2026,,34.23026033634508,,,
209604,2026,,34.22873522793746,,,
2035,2026,,34.208179533278255,,,
2012,2026,,34.07923528931112,,,
204601,2026,,33.97200882031697,,,
833802,2026,,33.75556427107553,,,
833805,2026,,33.66654932522431,,,
208607,2026,,33.62533193237071,,,
918834,2026,,33.61219880681051,,,
1026806,2026,,33.45201611318085,,,
2013,2026,,33.40546247058325,,,
5002,2026,,33.315262319079,,,
817606,2026,,32.814121337575806,,,
312809,2026,,32.72085364399051,,,
10084,2026,,32.64269707906524,,,
3011,2026,,32.45208608392186,,,
9029,2026,,32.42603918803875,,,
107601,2026,,32.28226676397122,,,
622202,2026,,32.27031198245423,,,
10062,2026,,32.24897406763314,,,
10047,2026,,32.22295382622968,,,
2058,2026,,31.933353064382672,,,
9001,2026,,31.855504030627017,,,
313809,2026,,31.738356719874147,,,
11007,2026,,31.700483801628152,,,
10042,2026,,31.37869636981684,,,
918810,2026,,31.297744042234864,,,
833808,2026,,31.0212904940976,,,
10001,2026,,30.800761192449485,,,
3027,2026,,30.766537525450055,,,
103601,2026,,30.756211938165517,,,
312803,2026,,30.699520809177063,,,
2036,2026,,30.630437490667024,,,
430607,2026,,30.599089228649103,,,
716806,2026,,30.41806872968229,,,
2005,2026,,30.255048675364904,,,
1120604,2026,,30.181244663270316,,,
328601,2026,,30.012730460056986,,,
625813,2026,,29.903836814468804,,,
1019613,2026,,29.597006842892878,,,
312810,2026,,29.533646393750047,,,
8022,2026,,29.44392942188464,,,
313804,2026,,29.193949240834066,,,
1019828,2026,,29.17705574763533,,,
8003,2026,,29.161338361248237,,,
9002,2026,,29.001424285930543,,,
411802,2026,,28.95018811732524,,,
918605,2026,,28.92979405021005,,,
2057,2026,,28.79939737654292,,,
724805,2026,,28.736487967962415,,,
918609,2026,,28.574384074016248,,,
10040,2026,,28.507169159972413,,,
5009,2026,,28.361250409539164,,,
10024,2026,,28.142140925421668,,,
817809,2026,,27.905032418162502,,,
817802,2026,,27.897240552872017,,,
10080,2026,,27.518695060309405,,,
716610,2026,,26.75715726230028,,,
431606,2026,,26.734506184575167,,,
430806,2026,,26.557312059943555,,,
514603,2026,,26.462145092032515,,,
817618,2026,,26.36757882036443,,,
1120804,2026,,26.3405419570649,,,
208803,2026,,26.23700488544622,,,
817202,2026,,26.04428280221917,,,
515601,2026,,25.70164763165813,,,
206603,2026,,25.66828793603829,,,
918811,2026,,25.09467937057437,,,
625807,2026,,24.84795297454332,,,
1019614,2026,,24.841242192652132,,,
515610,2026,,24.806606606401683,,,
410602,2026,,24.36593486547891,,,
10030,2026,,24.363590702001247,,,
8027,2026,,24.30989535709064,,,
209605,2026,,24.14313766752555,,,
206601,2026,,23.987166829717545,,,
102802,2026,,23.901937595353424,,,
515803,2026,,23.69996584144124,,,
1026811,2026,,23.470183965641745,,,
2032,2026,,23.45800807139986,,,
817604,2026,,23.33482422521084,,,
817805,2026,,23.21957259252335,,,
2052,2026,,23.21146140786206,,,
8017,2026,,22.974488350513266,,,
918610,2026,,22.867530680956783,,,
209603,2026,,22.78377906370369,,,
515804,2026,,22.388383911981965,,,
918602,2026,,22.04134938871344,,,
209803,2026,,21.61330285806944,,,
918821,2026,,21.386433124184723,,,
430605,2026,,21.35316037055994,,,
6018,2026,,21.26484914217546,,,
1019615,2026,,21.081703966875228,,,
817610,2026,,20.86057697669552,,,
1019831,2026,,20.722939778576976,,,
430813,2026,,20.704840598368012,,,
918813,2026,,20.35983821678587,,,
11010,2026,,20.346330829912155,,,
1019821,2026,,20.1641157494762,,,
7043,2026,,20.074472614091054,,,
1019815,2026,,19.96373506698951,,,
