ano,territorio,grupamento_modelo,inscritos,universo_elegivel_proxy,tendencia,tend_bercario,tend_maternal_i,tend_maternal_ii,prev_modelo,p10,p90,p025,p975,alpha_nb,taxa_2025,prev_persistencia,data_corte,modelo,versao
2026,CENTRO,Maternal II,0,243.0,5,0,0,5,62.54811182047714,42.0,84.0,34.0,98.0,0.05293890706359489,0.19123505976095617,46.47011952191235,2026-08-30,PPML-FE ridge v0.1,0.1-auditoria
2026,CIDADE DEUS,Bercario,0,1031.0,5,5,0,0,418.9318041394627,298.0,549.0,248.0,633.0,0.05293890706359489,0.41379310344827586,426.6206896551724,2026-08-30,PPML-FE ridge v0.1,0.1-auditoria
2026,CIDADE DEUS,Maternal I,0,559.0,5,0,5,0,341.7031222492393,243.0,448.0,202.0,517.0,0.05293890706359489,0.7123519458544839,398.2047377326565,2026-08-30,PPML-FE ridge v0.1,0.1-auditoria
2026,CIDADE DEUS,Maternal II,0,591.0,5,0,0,5,175.42181149410044,124.0,232.0,102.0,268.0,0.05293890706359489,0.13935681470137826,82.35987748851456,2026-08-30,PPML-FE ridge v0.1,0.1-auditoria
2026,CIDADE NOVA,Bercario,0,80.0,5,5,0,0,24.768606181288845,16.0,35.0,12.0,41.0,0.05293890706359489,0.3125,25.0,2026-08-30,PPML-FE ridge v0.1,0.1-auditoria
2026,CIDADE NOVA,Maternal I,0,41.0,5,0,5,0,19.0962420196039,12.0,27.0,8.0,33.0,0.05293890706359489,0.45652173913043476,18.717391304347824,2026-08-30,PPML-FE ridge v0.1,0.1-auditoria
2026,CIDADE NOVA,Maternal II,0,46.0,5,0,0,5,10.403533176164895,6.0,16.0,4.0,19.0,0.05293890706359489,0.1,4.6000000000000005,2026-08-30,PPML-FE ridge v0.1,0.1-auditoria
2026,CIDADE UNIVERSITARIA,Bercario,0,25.0,5,5,0,0,4.967664972333299,2.0,8.0,1.0,11.0,0.05293890706359489,0.25,6.25,2026-08-30,PPML-FE ridge v0.1,0.1-auditoria
2026,CIDADE UNIVERSITARIA,Maternal I,0,13.0,5,0,5,0,3.8860475888154546,1.0,7.0,0.0,9.0,0.05293890706359489,0.1,1.3,2026-08-30,PPML-FE ridge v0.1,0.1-auditoria
2026,CIDADE UNIVERSITARIA,Maternal II,0,10.0,5,0,0,5,1.451522371420213,0.0,3.0,0.0,4.0,0.05293890706359489,0.0,0.0,2026-08-30,PPML-FE ridge v0.1,0.1-auditoria
2026,COCOTA,Bercario,0,89.0,5,5,0,0,17.979721703762493,11.0,26.0,8.0,31.0,0.05293890706359489,0.21052631578947367,18.736842105263158,2026-08-30,PPML-FE ridge v0.1,0.1-auditoria
2026,COCOTA,Maternal I,0,39.0,5,0,5,0,11.852502023328196,7.0,18.0,4.0,21.0,0.05293890706359489,0.38461538461538464,15.0,2026-08-30,PPML-FE ridge v0.1,0.1-auditoria
2026,COCOTA,Maternal II,0,52.0,5,0,0,5,7.6737517614843584,4.0,12.0,2.0,15.0,0.05293890706359489,0.22857142857142856,11.885714285714286,2026-08-30,PPML-FE ridge v0.1,0.1-auditoria
2026,COELHO NETO,Bercario,0,507.0,5,5,0,0,205.22997678021608,145.0,270.0,120.0,312.0,0.05293890706359489,0.31956912028725315,162.02154398563735,2026-08-30,PPML-FE ridge v0.1,0.1-auditoria
2026,COELHO NETO,Maternal I,0,314.0,5,0,5,0,191.21191773019518,135.0,252.0,111.0,291.0,0.05293890706359489,0.49295774647887325,154.7887323943662,2026-08-30,PPML-FE ridge v0.1,0.1-auditoria
2026,COELHO NETO,Maternal II,0,284.0,5,0,0,5,83.97743791408804,58.0,112.0,47.0,130.0,0.05293890706359489,0.31788079470198677,90.27814569536424,2026-08-30,PPML-FE ridge v0.1,0.1-auditoria
2026,COLEGIO,Bercario,0,574.0,5,5,0,0,167.44270184888617,118.0,221.0,97.0,256.0,0.05293890706359489,0.23450586264656617,134.60636515912898,2026-08-30,PPML-FE ridge v0.1,0.1-auditoria
2026,COLEGIO,Maternal I,0,321.0,5,0,5,0,140.86783358382039,99.0,186.0,81.0,216.0,0.05293890706359489,0.32285714285714284,103.63714285714285,2026-08-30,PPML-FE ridge v0.1,0.1-auditoria
2026,COLEGIO,Maternal II,0,350.0,5,0,0,5,74.58196455818728,51.0,100.0,41.0,116.0,0.05293890706359489,0.2937853107344633,102.82485875706215,2026-08-30,PPML-FE ridge v0.1,0.1-auditoria
2026,COMPLEXO ALEMAO,Bercario,0,850.0,5,5,0,0,38.23583092728292,25.0,52.0,20.0,62.0,0.05293890706359489,0.0,0.0,2026-08-30,PPML-FE ridge v0.1,0.1-auditoria
2026,COMPLEXO ALEMAO,Maternal I,0,410.0,5,0,5,0,27.745204872320972,18.0,39.0,13.0,46.0,0.05293890706359489,0.004310344827586207,1.7672413793103448,2026-08-30,PPML-FE ridge v0.1,0.1-auditoria
2026,COMPLEXO ALEMAO,Maternal II,0,232.0,5,0,0,5,7.6234408598376335,4.0,12.0,2.0,15.0,0.05293890706359489,0.0,0.0,2026-08-30,PPML-FE ridge v0.1,0.1-auditoria
2026,COMPLEXO MARE,Bercario,0,2988.0,5,5,0,0,775.0203077242047,554.0,1013.0,462.0,1166.0,0.05293890706359489,0.18424479166666666,550.5234375,2026-08-30,PPML-FE ridge v0.1,0.1-auditoria
2026,COMPLEXO MARE,Maternal I,0,1576.0,5,0,5,0,614.9519384999303,439.0,805.0,366.0,926.0,0.05293890706359489,0.398838334946757,628.5692158760891,2026-08-30,PPML-FE ridge v0.1,0.1-auditoria
2026,COMPLEXO MARE,Maternal II,0,1033.0,5,0,0,5,195.72407739981233,138.0,258.0,114.0,298.0,0.05293890706359489,0.20014450867052022,206.74927745664738,2026-08-30,PPML-FE ridge v0.1,0.1-auditoria
2026,COPACABANA,Bercario,0,1478.0,5,5,0,0,245.37679800416177,174.0,323.0,144.0,372.0,0.05293890706359489,0.1707936507936508,252.43301587301588,2026-08-30,PPML-FE ridge v0.1,0.1-auditoria
2026,COPACABANA,Maternal I,0,866.0,5,0,5,0,216.2865062261067,153.0,285.0,126.0,329.0,0.05293890706359489,0.2505720823798627,216.9954233409611,2026-08-30,PPML-FE ridge v0.1,0.1-auditoria
2026,COPACABANA,Maternal II,0,874.0,5,0,0,5,105.9941599652952,74.0,141.0,60.0,163.0,0.05293890706359489,0.10982658959537572,95.98843930635839,2026-08-30,PPML-FE ridge v0.1,0.1-auditoria
