ano,treino,wape_ppml,vies_ppml,cobertura_95_celulas,wape_persistencia,vies_persistencia,observado_total,previsto_ppml,quebra_cobertura
2023,2021-2022,0.34940546098056774,0.2577350410740831,0.5790554414784395,0.2518170373348012,0.1966667041895645,45327.0,57009.35620676496,False
2024,2021-2023,0.41002634454082404,-0.3977946588281943,0.4385245901639344,0.39795473371778534,-0.388853534890329,70828.0,42652.999904516655,True
2025,2021-2024,0.2400725717089258,0.051894127003838865,0.8629856850715747,0.15974289751730678,0.07707558247722242,61902.0,65114.350249791634,False
