unidade,nome_unidade_norm,demanda_2026_ppml,demanda_2026_persistencia,demanda_2026_ppml_historico,limite_p025_condicional,limite_p975_condicional,codigo_unidade,interesse_bruto_2025,status_em_2025,tipo_oferta,tipo_unidade,cre,microarea,bairro,latitude,longitude,matriculas_total,fila_total,prev_ppml_base_2025,prev_persistencia_2025,prev_ppml_cag_fem_2025,tem_contexto_creche_2025
0515606,CM JOSUE DE CASTRO,59.11136736064597,51.56297569646861,119.71524654039631,32.35529891465401,92.8348940483136,515606,153,continuante,Pública,Creche,5.0,5.16,Campinho,-22.885981,-43.339707,110.0,0.0,226.24985362211808,173.75326143135112,202.67252841226968,True
09011,CP CRECHE NOVA JERUSALEM EM CAMPO GRANDE,58.43040974779604,49.05793489038399,43.88567066901562,34.61691549890385,88.20656646991714,9011,212,continuante,Parceira,Creche Parceira,9.0,9.13,CAMPO GRANDE,-22.89458,-43.60037,125.0,0.0,198.6541127891887,239.02565064630315,191.35459187439983,True
09004,CP CRECHE E PRE-ESCOLA CANTINHO DO SABER,58.37964446871614,47.09966601018649,48.761979664126216,34.717312968883945,87.9814645640061,9004,158,continuante,Parceira,Creche Parceira,9.0,9.18,CAMPO GRANDE,-22.8919,-43.60452,165.0,1.0,143.14309243185176,171.9146025802257,137.87160501223292,True
04007,CP CRECHE CASULO BOM JESUS DA PENHA,58.24243582114844,52.76629533145555,29.814199379056923,33.331469705715286,89.32047238715037,4007,80,continuante,Parceira,Creche Parceira,4.0,4.16,RAMOS,-22.84171675,-43.28014224,83.0,8.0,108.23944341628273,129.6254490043413,104.24316634174916,True
04009,CP CRECHE COMUNITARIA DE MANGUINHOS,58.118188687975305,67.4399289166235,15.363057978927305,32.496399867801614,90.31225538708328,4009,59,continuante,Parceira,Creche Parceira,4.0,4.12,MANGUINHOS,-22.87888067,-43.25304592,67.0,1.0,59.13696347468961,69.86903634276553,56.93484540128639,True
0208601,CM CASA BRANCA - PROFESSOR PAULO FREIRE,57.97618185777798,49.13585605291822,53.754657581526644,33.27470114580957,88.89845613634989,208601,82,continuante,Pública,Creche,2.0,2.13,Tijuca,-22.936602,-43.248803,85.0,0.0,90.59289111876902,97.44891910964664,81.15619458913281,True
0101601,CM LADEIRA DOS FUNCIONARIOS,57.31937962384286,44.99993812417464,45.488999497521625,32.55329003817987,88.3075223166149,101601,122,continuante,Pública,Creche,1.0,1.1,Caju,-22.879151,-43.224306,70.0,0.0,99.05270601430966,97.44891910964664,88.73417499317962,True
0515607,CM MANE GARRINCHA I,57.2230046012337,56.50533660129015,192.53079795562272,32.08154441083971,88.8305270974769,515607,299,continuante,Pública,Creche,5.0,5.18,Marechal Hermes,-22.869303,-43.374677,115.0,17.0,301.98172568402384,300.6207221590043,270.51024736417656,True
0625609,CM SONIA MARIA DE M. ANGEL JONES,56.932984340312515,49.468235770177536,66.13815151261424,33.11559526621388,86.73481378575073,625609,103,continuante,Pública,Creche,6.0,6.1,Pavuna,-22.813466,-43.353119,94.0,4.0,120.7383773095908,155.36667292009702,108.15937355454544,True
0734603,CM SEMPRE VIDA JOSUE,56.68299881869959,51.04095450908737,49.18811969904775,33.14326778346089,86.22070463627584,734603,84,continuante,Pública,Creche,7.0,7.14,Cidade de Deus,-22.942892,-43.363848,35.0,0.0,120.38569422322716,115.83550762090076,107.84345348404584,True
09019,CP ASSOCIACAO DE MORADORES UNIAO DAS BASES DE URUCANIA E ADJACENCIAS - COSMOS,56.606617369859286,47.777476193464736,37.78584846472741,33.511261218009786,85.484776541441,9019,121,continuante,Parceira,Creche Parceira,9.0,9.13,COSMOS,-22.88994,-43.60561,85.0,0.0,112.78720533595894,135.14142555771753,108.62477166071103,True
0625605,CM LUIS CARLOS PRESTES,56.575390881413526,46.30948665457455,119.79980947311459,32.889099479777514,86.22991006015792,625605,253,continuante,Pública,Creche,6.0,6.4,Caminho do Job - Pavuna,-22.818729,-43.379834,107.0,1.0,192.0108565977389,268.44419226430966,172.0025419423812,True
04049,CP INSTITUTO JOSEFA LAURENTINO,56.53083241405295,51.7521015559675,19.711631669255034,32.72694279211826,86.34226330685847,4049,91,continuante,Parceira,Creche Parceira,4.0,4.4,MARÉ,-22.84825182,-43.24773693,60.0,0.0,174.3070887344091,209.60710902829652,167.89705267640426,True
0734803,EDI ANA CAROLINA PACHECO DA SILVA,56.26669292782319,50.83933614633046,40.51004264142509,32.947173929677916,85.53542823458714,734803,97,continuante,Pública,EDI,7.0,7.15,Cidade de Deus,-22.947426,-43.365557,47.0,0.0,139.78602102218673,139.73807268553105,125.22152673599334,True
0431603,CM CHICO MENDES,56.22210831188681,56.00635001375283,117.00731273855,32.026431725500046,86.5914629296004,431603,104,continuante,Pública,Creche,4.0,4.22,Cordovil,-22.818898,-43.292015,95.0,1.0,130.43792465844143,130.544778429904,116.8478584077468,True
0734801,EDI JARDIM DO AMANHA,56.219046740006895,50.493434562561326,76.83853539123163,32.94394042448003,85.40958320439259,734801,208,continuante,Pública,EDI,7.0,7.12,Cidade de Deus,-22.949404,-43.370431,32.0,37.0,222.01376545226844,271.20218054099774,198.87800236194403,True
04002,CP INSTITUTO EDUCACIONAL LUIZ ANTONIO - IELA,56.1791260281581,53.8519684111903,28.88306701290469,31.411047172123407,87.29850000849066,4002,114,continuante,Parceira,Creche Parceira,4.0,4.11,VILA DA PENHA,-22.83392624,-43.30671229,90.0,12.0,133.27118760614758,159.96332004791054,128.36036663729075,True
11001,CP CRECHE COMUNITARIA ALEGRIA DA CRIANCA,56.176139527727294,44.42642123649849,13.162640899813578,29.346094856026703,89.72511748839263,11001,118,continuante,Parceira,Creche Parceira,11.0,11.2,ILHA DO GOVERNADOR / PARQUE ROYAL,-22.79554,-43.20989,104.0,6.0,125.68122986629658,150.7700257922835,121.04770762624038,True
0312804,EDI PROFESSORA TANIA MARTINS NOVO LENZ,56.085025594657566,48.21484034469015,70.96380254497869,31.403197111456166,87.03243126279887,312804,129,continuante,Pública,EDI,3.0,3.9,Tomás Coelho,-22.87358,-43.308096,84.0,0.0,163.0724678439825,156.28600234565974,146.08063760691488,True
0313805,EDI MAURICIO CARDOSO,56.05512290167911,59.78698128116135,119.80888285815743,30.73235498733085,87.68948867872524,313805,160,continuante,Pública,EDI,3.0,3.6,Engenho De Dentro,-22.900652,-43.295975,45.0,42.0,183.71689912251995,213.2844267305474,164.5731313862943,True
0514609,CM PARQUE BOM MENINO,55.84280559028743,48.33083314610738,163.20382969636393,31.74495820001699,86.0804614415413,514609,287,continuante,Pública,Creche,5.0,5.8,Irajá,-22.849166,-43.324973,87.0,33.0,371.0191649709078,320.8459695213838,332.3513484628495,True
0918832,EDI PROFESSORA JACINTHA REIS FERREIRA,55.796732422977236,47.80754702672536,357.37510231208245,33.05107866616486,84.23086523115273,918832,367,continuante,Pública,EDI,9.0,9.23,Cosmos,-22.922708,-43.620744,167.0,9.0,394.3279817735056,364.0544525228309,353.23049615401794,True
0410802,EDI DOUTOR ANTONIO FERNANDES FIGUEIRA,55.4322680142015,61.94440181941238,72.1431573917764,31.391425610420374,85.58447046162667,410802,187,continuante,Pública,EDI,4.0,4.1,Manguinhos - Bonsucesso,-22.88338,-43.253337,75.0,21.0,130.967030891503,141.57673153665647,117.32181160231112,True
0328801,EDI PADRE NELSON CARLOS DEL MONACO,55.28318595809399,48.79890580203364,100.63280842513379,31.26582995726462,85.37234020583708,328801,288,continuante,Pública,EDI,3.0,3.12,Jacarezinho,-22.883767,-43.254063,65.0,19.0,294.56659871022185,311.6526752657567,263.8680598287267,True
0817806,EDI PROFESSORA MARIA YEDDA LEITE LINHARES,55.16498842282705,43.72676592862041,61.61634070667153,32.681467206113815,83.31596295726567,817806,149,continuante,Pública,EDI,8.0,8.25,Bangu,-22.846973,-43.465672,137.0,0.0,198.89341831867293,228.9130269651134,178.1676780262564,True
0329801,EDI DONA LINDU,55.02578644079311,56.78903341855809,177.30474395519573,31.53609766579415,84.46330084979189,329801,323,continuante,Pública,EDI,3.0,3.23,Ramos,-22.860896,-43.267813,115.0,22.0,300.9224128039495,373.247746778458,269.5613553451865,True
1026810,EDI ALCEBIADES FRANCISCO ROSA,54.94574017009849,48.39714726222005,212.55127077296513,32.46498020218519,83.04300318408896,1026810,331,continuante,Pública,EDI,10.0,10.22,Pedra de Guaratiba,-22.974412,-43.648574,123.0,79.0,381.6139710647415,316.24932239357025,341.8417710421822,True
02009,CP ABRIGO TERESA DE JESUS,54.826119919125794,39.85774371804666,58.27707053295656,27.94036393592599,88.80937083070134,2009,137,continuante,Parceira,Creche Parceira,2.0,2.15,TIJUCA,-22.91366865,-43.22071856,91.0,6.0,133.27118760614758,159.96332004791054,128.36036663729075,True
0918617,CM CRIANDO O FUTURO,54.7016970394448,44.43734726656045,157.48750149601102,32.533679853868954,82.44041851823306,918617,246,continuante,Pública,Creche,9.0,9.14,Inhoaíba,-22.911154,-43.590203,97.0,0.0,440.0650617140189,371.4090879273325,394.2000251236768,True
10082,CP CRECHE ESCOLA BAIXINHOS SABIDOS,54.57279786691406,48.72189559644579,21.869169514654487,32.42853645511538,82.25445662171391,10082,70,continuante,Parceira,Creche Parceira,10.0,10.18,PACIÊNCIA,-22.91765,-43.65719,31.0,3.0,73.44837173913737,87.3362954284569,70.7232832085773,True
0918824,EDI ALBERTO FERREIRA PINTO,54.39402214967631,44.38359533242263,191.73188074797588,32.282583674450045,82.06763344779351,918824,228,continuante,Pública,EDI,9.0,9.2,Campo Grande,-22.933228,-43.560292,165.0,0.0,282.9145666506886,278.5568159454994,253.43061452471105,True
0430807,EDI MARIA AMELIA CASTRO E SILVA BELFORT,54.28029100006215,58.50543465096274,91.88804104348492,31.317889879596482,83.07184511275328,430807,161,continuante,Pública,EDI,4.0,4.8,Bonsucesso (Maré),-22.856902,-43.239377,140.0,9.0,160.2495766103957,174.6725908569138,143.55199933543253,True
02001,CP CRECHE ESPACO SEMENTE,54.14274893142226,37.73527228523449,32.97230708784954,30.77114410980461,83.3685803134558,2001,62,continuante,Parceira,Creche Parceira,2.0,2.11,BOREL / TIJUCA,-22.93805743,-43.25208851,72.0,0.0,64.40389823181044,76.30434232170445,62.00930756001832,True
0313604,CM NOSSO CANTINHO,54.06865918450966,46.72495503335106,110.05559674436499,30.32455739176079,83.78299337292816,313604,111,continuante,Pública,Creche,3.0,3.3,Engenho Novo,-22.916705,-43.263264,113.0,3.0,145.43068387597285,162.72130832459865,130.27780046869174,True
0209610,CM FRANCISCO DE PAULA,53.713453440158275,47.16799745979262,87.68287503451134,30.14871051718825,83.2608071753787,209610,92,continuante,Pública,Creche,2.0,2.18,Vila Isabel,-22.91189,-43.24757,88.0,0.0,121.44374960542288,112.15818991864992,108.79121917972624,True
0918823,EDI PROFESSOR DERSU GABRIEL BICEGO,53.31364339943391,42.574402797767945,73.91389412360718,31.65676322295028,80.41274889297965,918823,147,continuante,Pública,EDI,9.0,9.7,Campo Grande,-22.882641,-43.538851,121.0,2.0,211.4239347148307,222.47772098617443,189.3920362798151,True
03009,CP CRECHE COMUNITARIA JOAO FERREIRA,52.78183878090936,50.26711578648708,18.186759120859683,30.024627592556676,81.28263296880804,3009,46,continuante,Parceira,Creche Parceira,3.0,3.23,RAMOS,-22.85752743,-43.26904816,61.0,0.0,38.91460845708968,45.04714185257251,37.45163216930124,True
0209609,CM PAPA JOAO PAULO II,52.78172438317783,41.706556403553336,92.56821322794238,29.032209313106538,82.51359252388298,209609,146,continuante,Pública,Creche,2.0,2.14,Grajaú,-22.929088,-43.26211,120.0,1.0,151.78136030575152,211.445767879422,135.96649420116586,True
0312801,EDI HENRIQUE FOREIS,52.72907955671141,52.610766371577995,68.79829349329414,30.348078061773638,80.74314626910072,312801,186,continuante,Pública,EDI,3.0,3.18,Inhaúma,-22.86323,-43.284779,139.0,16.0,198.5404592747761,262.00888628537075,177.85151078757326,True
0103604,CM SONHO INFANTIL,52.66432325504543,46.65471502330523,28.92860878682465,29.90364201849873,81.18481027289963,103604,107,continuante,Pública,Creche,1.0,1.1,Rio Comprido - Turano,-22.927155,-43.214382,72.0,1.0,97.46634798201616,142.49606096221916,87.31317582640898,True
10018,CP CRECHE ESCOLA COMUNITARIA SITIO ALEGRE,52.54347187992799,60.958036418776175,78.03597214911481,30.961330212117687,79.53718323531609,10018,244,continuante,Parceira,Creche Parceira,10.0,10.9,SEPETIBA,-22.95394,-43.68347,220.0,0.0,160.62044514490344,193.0591793681679,154.7104357442195,True
04043,CP ASSOCIACAO COMUNITARIA EDUCACIONAL FLORESCER,52.446317162164895,52.10394373898535,18.82381733980043,29.97850024071493,80.51947588226624,4043,104,continuante,Parceira,Creche Parceira,4.0,4.15,OLARIA,-22.84165972,-43.263427,86.0,0.0,102.17861763066882,122.27081359983968,98.403780526856,True
0918826,EDI PROFESSORA MARLY DOS SANTOS DE OLIVEIRA (MARLY MARINHO),52.04650877817065,44.8877313081615,134.88514506430806,30.76358745326445,78.65188736619048,918826,208,continuante,Pública,EDI,9.0,9.11,Cosmos,-22.895337,-43.603717,147.0,2.0,324.40451008677866,294.1854161800654,290.59572119706,True
0918827,EDI ATAULFO ALVES,51.83522374227304,44.36056188571976,224.68680051881904,30.67858101915678,78.28278187280357,918827,178,continuante,Pública,EDI,9.0,9.12,Cosmos,-22.894072,-43.611071,139.0,0.0,261.9066530814729,171.9146025802257,234.6125278351496,True
03029,CP CRECHE BRINCANDO COM JUNINHO,51.75835327742694,47.894390910116,22.723912873416737,28.817268065157833,80.43935762436513,3029,179,continuante,Parceira,Creche Parceira,3.0,3.1,ENGENHO DE DENTRO,-22.9102186,-43.2971967,86.0,1.0,184.9567263874777,222.47772098617443,178.1576195553794,True
0410807,EDI PROFESSORA TANIA DA ROCHA CORREA,51.59435202774215,50.977619221847675,124.62285611704543,29.43819625366824,79.28714817648898,410807,132,continuante,Pública,EDI,4.0,4.15,Olaria,-22.85273,-43.277416,74.0,4.0,189.01086077421155,154.44734349453432,169.31526018634202,True
0431605,CM SEMPRE VIDA DIQUE,51.37164138754069,48.90219041613882,118.91795407216355,29.201565108666443,79.09130088490794,431605,306,continuante,Pública,Creche,4.0,4.25,Jardim América,-22.802921,-43.323902,90.0,59.0,265.0842273408044,315.3299929680076,237.45887751061056,True
0208801,EDI IGOR MORAES DA SILVA,51.217229439897615,43.23219161946237,70.42958367803527,27.723394235690595,80.64230010612644,208801,70,continuante,Pública,EDI,2.0,2.11,Alto Boa Vista,-22.975728,-43.284476,108.0,3.0,82.31135164972882,88.25562485401962,73.73790623782848,True
0625610,CM ZUZU ANGEL,51.18525473500579,47.10643958719151,60.65960796943333,28.919916316239753,79.0525969220698,625610,110,continuante,Pública,Creche,6.0,5.9,Coelho Neto,-22.838585,-43.343128,47.0,0.0,108.57208070219536,111.23886049308722,97.26126848278383,True
0205801,EDI DONA MARCELA,51.09654210471869,47.243375586934484,44.73496806659107,24.912748982588926,84.04411483327621,205801,90,continuante,Pública,EDI,2.0,2.3,Leme,-22.960596,-43.167882,53.0,0.0,130.43792465844143,98.36824853520936,116.8478584077468,True
0107603,CM VOVO LUCIOLA,51.0463282711783,41.26324693249094,37.112913640569715,28.75951898132015,78.9989796928125,107603,130,continuante,Pública,Creche,1.0,1.3,Mangueira,-22.902712,-43.240861,93.0,0.0,125.49979440984016,133.3027667065921,112.42446954801544,True
0431802,EDI PROFESSOR CARLOS FALSETH,51.03320953868084,46.497829720510246,34.18757320013599,28.50107102816135,79.07332886283895,431802,158,continuante,Pública,EDI,4.0,4.26,Jardim América,-22.807508,-43.321322,56.0,0.0,242.8419808944732,195.81716764485603,217.5351224972732,True
04039,CP ASSOCIACAO CENTRO EDUCACIONAL REBRAL IX,51.02451745488844,47.26364351293008,36.31422887838312,29.000036538515555,78.62119816274661,4039,89,continuante,Parceira,Creche Parceira,4.0,4.19,PENHA CIRCULAR,-22.81753909,-43.27197276,124.0,0.0,79.48695866380045,94.69093083295854,76.54122187124464,True
0101801,EDI PARQUE DA ALEGRIA,50.8916528846485,45.523701983730234,145.98515303878548,28.91327207936146,78.47133644881403,101801,271,continuante,Pública,EDI,1.0,1.1,Caju,-22.884494,-43.23098,199.0,2.0,251.4915230913581,310.73334584019403,225.28305211301023,True
0209601,CM PIPA NO CEU,50.8716743963992,44.82316248677714,80.60256616197644,28.544385905792765,78.87284764655227,209601,101,continuante,Pública,Creche,2.0,3.2,Vila Isabel,-22.9068,-43.242383,87.0,0.0,121.2674057697788,112.15818991864992,108.63325709122395,True
1019611,CM CRIANCA FELIZ,50.86702376473926,53.15559418643089,28.32534374160373,30.366994093121868,76.50886683860155,1019611,51,continuante,Pública,Creche,10.0,10.12,Santa Cruz,-22.918625,-43.672089,40.0,0.0,51.15097029078287,67.11104806607742,45.82561571080186,True
08008,CP ASSOCIACAO DE MORADORES DO CONJUNTO PEDRO I E ADJACENCIAS,50.75127725015492,52.240877119134744,11.712769327207218,29.6902353369644,77.15443122607695,8008,45,continuante,Parceira,Creche Parceira,8.0,8.5,REALENGO,-22.88605,-43.42591,33.0,0.0,45.63479892620136,53.32110668263685,43.92615905745213,True
10061,CP CRECHE COMUNITARIA ESTRELA DO AMANHA,50.74991407801167,53.00193611032359,24.77578430262592,30.254725290924693,76.38078520225167,10061,113,continuante,Parceira,Creche Parceira,10.0,10.1,SANTA CRUZ,-22.93413,-43.66251,92.0,1.0,133.27118760614758,159.96332004791054,128.36036663729075,True
0833806,EDI PROFESSOR CRISTIANO PINTO DE MORAES BISPO,50.73076936840141,43.1385771850893,359.72248827950995,29.735739600617077,77.03280057527262,833806,324,continuante,Pública,EDI,8.0,8.7,Realengo,-22.895022,-43.447946,262.0,0.0,343.82675368457785,353.02249941607846,307.9934251441643,True
0918817,EDI PROFESSORA EUGENIA DE ALMEIDA AZEVEDO,50.56785444678344,39.65764431685655,248.69153898002412,30.14936845827272,76.11414479784045,918817,307,continuante,Pública,EDI,9.0,9.4,Campo Grande,-22.873566,-43.573069,184.0,0.0,341.70792463848414,352.10316999051577,306.09545901870274,True
10010,CP ESCOLA COMUNITARIA JARDIM ARCO-IRIS,50.22517869266771,52.04177758410127,32.52482099107126,29.92080675698115,75.6226861069218,10010,95,continuante,Parceira,Creche Parceira,10.0,10.11,SANTA CRUZ,-22.93673,-43.66903,115.0,1.0,84.01984773721698,100.20690738633476,80.90848460522885,True
0918814,EDI PROFESSOR NESTOR MANOEL PINTO,50.180281620160926,40.42620246721217,158.0948003347463,29.780550118621253,75.71267698974722,918814,177,continuante,Pública,EDI,9.0,9.17,Campo Grande,-22.922822,-43.54117,136.0,18.0,220.95475692710684,205.01046190048305,197.929382956851,True
0103804,EDI ZELIA GATTAI AMADO,50.03239708831989,43.871439874023444,40.12964136066856,28.093275913022328,77.55159681959798,103804,73,continuante,Pública,EDI,1.0,1.11,Rio Comprido,-22.926867,-43.200934,69.0,0.0,68.92532140120822,71.70769519389093,61.74720813984563,True
02054,CP UNIAO DE MULHERES PRO-MELHORAMENTO DA ROUPA SUJA,49.92919809302039,61.755912498094865,16.883543379363843,28.58303508604822,76.5850875002727,2054,78,continuante,Parceira,Creche Parceira,2.0,2.6,ROCINHA,-22.99003892,-43.24550019,57.0,0.0,77.22174307072886,91.93294255627043,74.35877581246562,True
0514801,EDI DEPUTADO PEDRO FERNANDES,49.91416686483686,44.90671720114184,142.10145582068498,28.671109178836325,76.5019637281128,514801,123,continuante,Pública,EDI,5.0,5.3,Irajá,-22.823514,-43.320473,96.0,0.0,245.4897685843904,176.51124970803923,219.90690960534545,True
1019801,EDI SARGENTO IZO GOMES PATRICIO,49.80763273246227,44.252124620512745,92.08909933543788,29.585196438176403,75.0841445506469,1019801,217,continuante,Pública,EDI,10.0,10.5,Paciência,-22.913409,-43.656075,168.0,1.0,236.48740801495308,223.39705041173715,211.8429387518688,True
03035,CP CENTRO EDUCACIONAL SAO VICENTE DE PAULO,49.74385595705265,55.62123107013585,10.212557383832358,28.5676692909561,76.29879449741058,3035,76,continuante,Parceira,Creche Parceira,3.0,3.19,INHAÚMA,-22.86558896,-43.27640855,67.0,1.0,97.63535375729472,116.75483704646346,94.02651248294124,True
0107609,CM VASQUINHO,49.679083545989826,45.411187806796974,133.98959143195248,28.21714572597894,76.61983541524054,107609,239,continuante,Pública,Creche,1.0,1.4,São Cristóvão,-22.886432,-43.227433,142.0,0.0,220.7782560405681,222.47772098617443,197.77128020126213,True
10037,CP CAAD - COMITE DE ATENDIMENTO A CRIANCA E AO ADOLESCENTE,49.67356877571975,51.94266515481344,25.04821937690468,29.590258782950585,74.7927320259522,10037,71,continuante,Parceira,Creche Parceira,10.0,10.14,SANTA CRUZ,-22.89778,-43.6834,80.0,0.0,63.651032199515,75.38501289614175,61.28395335091778,True
02022,CP CRECHE CHAPEUZINHO MARROM,49.6512601478943,35.8279730928718,12.608635026812962,27.813502456129473,76.99224310681664,2022,49,continuante,Parceira,Creche Parceira,2.0,2.12,TURANO / RIO COMPRIDO,-22.92403522,-43.21549246,42.0,0.0,52.37734332446863,61.5950715127012,50.42226297447405,True
10078,CP CRECHE COMUNITARIA CRIANCA FELIZ,49.62817671866371,52.782440818304124,18.112394434664445,29.585309922239894,74.69354651133621,10078,72,continuante,Parceira,Creche Parceira,10.0,10.1,SANTA CRUZ,-22.94064,-43.67972,38.0,1.0,58.38517425341227,68.94970691720282,56.21053009607304,True
0313602,CM ACONCHEGO,49.598745268923984,42.816896633369424,53.39120062406055,27.936596209719365,76.63981764852429,313602,76,continuante,Pública,Creche,3.0,3.5,Lins de Vasconcelos,-22.914311,-43.284815,95.0,0.0,113.68512069780571,76.30434232170445,101.8413349867826,True
10029,CP ASSOCIACAO DE MORADORES DAS MORADAS DO IMPERIO,49.399640120597624,51.22394528128897,29.76605837758182,29.42736874157653,74.38298550263428,10029,65,continuante,Parceira,Creche Parceira,10.0,10.1,SANTA CRUZ,-22.91704,-43.69961,75.0,0.0,71.93976587894677,85.4976365773315,69.26980252951967,True
0622805,EDI MEDALHISTA OLIMPICO MAURICIO LUIZ DE SOUZA,49.20350722984586,42.90772562193768,141.04736136539898,28.463194599012873,75.22229144811564,622805,155,continuante,Pública,EDI,6.0,6.18,Anchieta,-22.822348,-43.41374,97.0,2.0,250.0793330216428,236.26766236961504,224.0180661743276,True
0716611,CM VITORINO FREIRE,48.968162588327424,50.87492410916504,120.24573111228482,26.627312929403907,77.09800064000457,716611,241,continuante,Pública,Creche,7.0,7.1,Vila Valqueire,-22.884513,-43.372318,61.0,39.0,288.38744208612087,234.4290035184896,258.3330073216867,True
0209607,CM SOLANGE MARIA MAGALHAES,48.679323452402265,43.795961705980304,36.42975807600253,27.41601891204909,75.32556008621269,209607,71,continuante,Pública,Creche,2.0,2.18,Vila Isabel,-22.913574,-43.252219,42.0,0.0,109.1009920548224,118.59349589758888,97.73504713232344,True
03001,CP ASSOCIACAO PRESBITERIANA CUIDANDO DO AMANHA - APCA,48.57692603390799,43.72198296431131,29.63882232838958,27.122714465926226,75.41496438008645,3001,161,continuante,Parceira,Creche Parceira,3.0,3.1,ENGENHO DE DENTRO,-22.91589597,-43.29810565,83.0,25.0,152.26000501994244,182.9465556869781,146.6554370908323,True
02014,CP CRUZADA PELA INFANCIA DO LEME,48.44748813643676,45.524447956382225,13.235382532997614,27.08750156105658,75.27170157601314,2014,114,continuante,Parceira,Creche Parceira,2.0,2.3,COPACABANA,-22.96098248,-43.17907823,58.0,15.0,89.3119833908732,106.6422133652737,86.00725566889915,True
1019631,CM TIA HILDA MACEDO,48.440744057013454,42.20286893568294,64.65609732732838,28.80910799194815,72.98300052515407,1019631,147,continuante,Pública,Creche,10.0,10.5,Santa Cruz,-22.911349,-43.654573,95.0,1.0,165.18968356691778,112.15818991864992,147.97715867424148,True
02019,CP UNIDAS - OBRAS SOCIAIS UNIDAS DE SANTA MARTA,48.1205526309363,43.89755643040865,9.538096040300772,26.07587407769916,75.91662015390645,2019,45,continuante,Parceira,Creche Parceira,2.0,2.1,BOTAFOGO,-22.94739012,-43.1940714,40.0,0.0,49.3782833541845,57.91775381045038,47.532814914727496,True
0206606,CM ELZA MACHADO DOS SANTOS - TIA ELZA,48.081631837472315,41.16499055151303,140.02605335273157,26.55511101103001,75.17244065780424,206606,196,continuante,Pública,Creche,2.0,2.4,Ipanema,-22.981527,-43.196355,104.0,0.0,195.0109109782937,240.86430949742856,174.68987614757813,True
02038,CP CRECHE CHACARA DO CEU,48.031367580069244,40.265584567620635,12.126891202508054,27.334915000852373,73.95854548229038,2038,45,continuante,Parceira,Creche Parceira,2.0,2.11,TIJUCA,-22.93697965,-43.25635225,59.0,0.0,69.67770811200612,82.73964830064338,67.09040241746496,True
02011,CP SOCIEDADE CIVIL DE ASSISTENCIA A MENORES - CASA DA DINDA,47.96847964318029,41.94537873861458,5.456008273952015,26.921758035469352,74.33605074328452,2011,80,continuante,Parceira,Creche Parceira,2.0,2.15,VILA ISABEL,-22.91421868,-43.25481999,45.0,12.0,109.755169305876,131.46410785546672,105.70351366590609,True
0313606,CM CANTINHO DO QUETO,47.940437956397346,44.1560692673002,56.74254989322275,26.203836845471756,75.2524380645877,313606,73,continuante,Pública,Creche,3.0,3.2,Sampaio,-22.904185,-43.261677,83.0,0.0,116.68264835634172,111.23886049308722,104.5264060795826,True
0103805,EDI BEATRIZ VICENCIA BANDEIRA RYFF,47.93176443787823,38.49452847060198,32.41521161526221,26.557932479924162,74.76642748674645,103805,86,continuante,Pública,EDI,1.0,1.9,Estácio,-22.919861,-43.205131,45.0,0.0,130.61429296613375,139.73807268553105,117.00584241483377,True
0330602,CM NOVA BRASILIA,47.829396469040844,48.09347971279618,144.5736590154069,27.2878090412239,73.58115999254173,330602,258,continuante,Pública,Creche,3.0,3.21,Bonsucesso,-22.865662,-43.270293,143.0,29.0,279.0306448099844,313.4913341168822,249.95154567064097,True
0918808,EDI PROFESSORA MARTA REGINA PERROTA,47.673925985951456,38.08602282487032,197.3131861276326,28.34860476079059,71.8568516929646,918808,206,continuante,Pública,EDI,9.0,9.2,Campo Grande,-22.929639,-43.566393,129.0,11.0,253.0802459580401,234.4290035184896,226.70616938967905,True
0208606,CM DOUTOR RONALDO LUIZ GAZOLLA,47.67249505295046,40.64494531999762,36.86506518473837,27.41726059362159,73.02001064916007,208606,48,continuante,Pública,Creche,2.0,2.13,Tijuca,-22.94015,-43.24459,58.0,0.0,86.53994817019353,75.38501289614175,77.5257223523388,True
02041,CP CRECHE E PRE-ESCOLA COMUNITARIA DO 199 PINGO DE GENTE,47.65008012853636,57.053070340675994,16.773493099227785,26.946405978613328,73.56019733595637,2041,80,continuante,Parceira,Creche Parceira,2.0,2.5,ROCINHA,-22.98565589,-43.24294428,44.0,7.0,32.9663561439632,37.69250644807087,31.72087697508164,True
01005,CP CASA MATERNAL CORACAO DE MAE,47.54906647015542,34.707011473653665,10.35390707387716,26.603007547713105,73.74221470005531,1005,48,continuante,Parceira,Creche Parceira,1.0,1.7,RIO COMPRIDO,-22.92507123,-43.21432426,40.0,9.0,33.70830538209262,38.61183587363358,32.43569330961425,True
10023,CP CRECHE ESCOLA SOSSEGO DA MAMAE,47.51790962725153,49.69493445589426,30.373834526142772,28.31203437041849,71.53898703068734,10023,90,continuante,Parceira,Creche Parceira,10.0,10.11,SANTA CRUZ,-22.89736,-43.67945,99.0,0.0,90.06830785982662,107.5615427908364,86.73594576611752,True
10063,CP CRECHE COMUNITARIA UNIVERSO INFANTIL,47.44240914718299,41.03636495716263,76.39780450284678,28.13031663256549,71.5880504114873,10063,313,continuante,Parceira,Creche Parceira,10.0,10.28,GUARATIBA,-22.96041,-43.64983,124.0,23.0,246.6300362171844,296.9434044567535,237.57779894282888,True
