ano_referencia,codigo,nome,tipo_oferta,tipo_unidade,cre,microarea,endereco,bairro,latitude,longitude,matriculas_total,mat_bercario,mat_maternal_1,mat_maternal_2,turmas_total,capacidade_meta,vagas_reportadas,fila_total,fila_bercario,fila_maternal_1,fila_maternal_2,fila_por_100_matriculas,classe_pressao_fila,referencia_matriculas,demanda_prevista,gap_demanda_oferta,prioridade_modelo
2025,10084,CP CRECHE COMUNITÁRIA AQUARELA DO SABER (GUARATIBA),Parceira,Creche Parceira,10.0,10.18,"RUA CAMPO FORMOSO, Nº 447, A",GUARATIBA,-22.93971992,-43.57756788,56.0,12.0,21.0,23.0,0.0,56.0,0.0,14.0,0.0,14.0,0.0,25.0,25 a 75 por 100 matriculados,Maio de 2025,,,
2025,7008,CP CRECHE SÃO PAULO APÓSTOLO,Parceira,Creche Parceira,7.0,7.2,"RUA 1, Nº 02 (ACESSO CÂNDIDO BENÍCIO, 2935",MATO ALTO / JACAREPAGUÁ,-22.90428,-43.35496,56.0,0.0,19.0,37.0,0.0,60.0,0.0,14.0,0.0,4.0,10.0,25.0,25 a 75 por 100 matriculados,Maio de 2025,,,
2025,1004,CP CRECHE CANTINHO FELIZ DE SANTA TERESA,Parceira,Creche Parceira,1.0,1.11,"RUA ALMIRANTE ALEXANDRINO, 2495",SANTA TERESA,-22.93159323,-43.19609406,50.0,0.0,25.0,25.0,0.0,50.0,0.0,14.0,0.0,14.0,0.0,28.0,25 a 75 por 100 matriculados,Maio de 2025,,,
2025,918619,Creche Muncipal Raul Cortez,Pública,Creche,9.0,9.15,Rua Moriçaba s/nº,Campo Grande,-22.899666,-43.534143,174.0,48.0,66.0,60.0,8.0,0.0,0.0,13.0,12.0,1.0,0.0,7.471264367816092,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,6002,CP CRECHE GUADALUPE,Parceira,Creche Parceira,6.0,6.1,"RUA DELEGADO SILVIO TERRA, 202",GUADALUPE,-22.83417,-43.37066,166.0,59.0,56.0,51.0,0.0,170.0,0.0,13.0,13.0,0.0,0.0,7.831325301204819,Até 25 por 100 matriculados,Maio de 2025,,,
2025,312812,Espaço de Desenvolvimento Infantil Hermenegildo de Barros,Pública,EDI,3.0,3.16,Pça. Emboaba s/nº,Engenho Da Rainha,-22.871295,-43.292118,129.0,37.0,44.0,48.0,6.0,0.0,0.0,13.0,2.0,11.0,0.0,10.077519379844961,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,9009,CP CRECHE COMUNITÁRIA CRIANÇAS DE OURO,Parceira,Creche Parceira,9.0,9.18,"RUA SOLDADO ERNEZITO CHAGAS, 38",CAMPO GRANDE,-22.93023317,-43.55805948,100.0,16.0,42.0,42.0,0.0,100.0,0.0,13.0,11.0,2.0,0.0,13.0,Até 25 por 100 matriculados,Maio de 2025,,,
2025,328602,Creche Municipal Tia Andreza,Pública,Creche,3.0,3.12,Rua José Maria Belo S/N.°,Jacarezinho,-22.89037,-43.259111,98.0,23.0,26.0,49.0,4.0,0.0,0.0,13.0,6.0,6.0,1.0,13.26530612244898,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,430805,Espaço de Desenvolvimento Infantil Professora Solange Conceição Tricarico,Pública,EDI,4.0,4.7,AV. GUILHERME MAXWELL 107 - Maré,BONSUCESSO,-22.865663,-43.242858,65.0,22.0,20.0,23.0,3.0,0.0,0.0,13.0,13.0,0.0,0.0,20.0,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,430801,"Espaço de Desenvolvimento Infantil Pescador Isidoro Duarte - ""Doro""",Pública,EDI,4.0,4.7,Praia de Inhaúma - Maré 39 - Maré,Bonsucesso,-22.862239,-43.238621,56.0,14.0,17.0,25.0,3.0,0.0,0.0,13.0,12.0,0.0,1.0,23.214285714285715,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,11009,CP CRECHE COMUNITÁRIA IRMÃ MOROCHA (CCIM),Parceira,Creche Parceira,11.0,11.1,"RUA DO ROMANCISTA,96 FREGUESIA",FREGUESIA (ILHA DO GOV.),-22.78936,-43.17063,54.0,28.0,13.0,13.0,0.0,56.0,0.0,13.0,12.0,0.0,1.0,24.074074074074073,Até 25 por 100 matriculados,Maio de 2025,,,
2025,9040,CP CRECHE E ESCOLA COMUNITARIA GENTE BAIXINHA - UNIDADE COSMOS,Parceira,Creche Parceira,9.0,9.23,"RUA CURARE, 541",COSMOS,-22.90761,-43.61597,50.0,15.0,15.0,20.0,0.0,50.0,0.0,13.0,1.0,7.0,5.0,26.0,25 a 75 por 100 matriculados,Maio de 2025,,,
2025,8005,CP CRECHE E ESCOLA COMUNITÁRIA GENTE INOCENTE - REALENGO,Parceira,Creche Parceira,8.0,8.7,"ESTR. DA ÁGUA BRANCA, 4090",REALENGO,-22.86257763,-43.45247321,142.0,48.0,48.0,46.0,0.0,144.0,0.0,12.0,12.0,0.0,0.0,8.450704225352112,Até 25 por 100 matriculados,Maio de 2025,,,
2025,2046,CP ESPAÇO SANTA TEREZINHA - EST,Parceira,Creche Parceira,2.0,2.6,"RUA GENERAL RABELO, 09",GÁVEA,-22.97556009,-43.22728739,137.0,43.0,47.0,47.0,0.0,140.0,0.0,12.0,12.0,0.0,0.0,8.75912408759124,Até 25 por 100 matriculados,Maio de 2025,,,
2025,625607,Creche Municipal Luiza de Barros de Sá Freire,Pública,Creche,6.0,6.6,"Estrada de Botafogo, S/Nº Portus II",Costa Barros,-22.81981,-43.361921,132.0,25.0,44.0,63.0,6.0,0.0,0.0,12.0,12.0,0.0,0.0,9.090909090909092,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,625602,Creche Municipal Professora Jurema Gomes Sampaio Delfim,Pública,Creche,6.0,6.6,"Rua Rainha da Paz, 33",Costa Barros,-22.822051,-43.35957,125.0,25.0,50.0,50.0,5.0,0.0,0.0,12.0,12.0,0.0,0.0,9.6,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,9020,CP ASSOCIAÇÃO DE MORADORES UNIÃO DAS BASES DE URUCÂNIA E ADJACÊNCIAS - CAMPO GRANDE,Parceira,Creche Parceira,9.0,9.18,RUA PROF RAMIRO DE MATOS,CAMPO GRANDE,-22.90717,-43.57941,99.0,33.0,40.0,26.0,0.0,102.0,1.0,12.0,5.0,7.0,0.0,12.121212121212121,Até 25 por 100 matriculados,Maio de 2025,,,
2025,4002,CP INSTITUTO EDUCACIONAL LUIZ ANTONIO - IELA,Parceira,Creche Parceira,4.0,4.11,"RUA CABO ROCHA, 230",VILA DA PENHA,-22.83392624,-43.30671229,90.0,24.0,25.0,41.0,0.0,100.0,6.0,12.0,3.0,8.0,1.0,13.333333333333334,Até 25 por 100 matriculados,Maio de 2025,,,
2025,3031,CP ESCOLA COMUNITÁRIA JARDIM ARCO-ÍRIS - UNIDADE I,Parceira,Creche Parceira,3.0,3.4,"RUA ISOLINA, 332",MÉIER,-22.9067521,-43.28005184,77.0,0.0,35.0,42.0,0.0,80.0,0.0,12.0,0.0,0.0,12.0,15.584415584415584,Até 25 por 100 matriculados,Maio de 2025,,,
2025,9041,CP CRECHE COMUNITÁRIA PEQUENOS PASSOS,Parceira,Creche Parceira,9.0,9.18,"RUA NOEMIA DRUMOND, 105",CAMPO GRANDE,-22.88208,-43.56469,60.0,12.0,21.0,27.0,0.0,60.0,0.0,12.0,4.0,2.0,6.0,20.0,Até 25 por 100 matriculados,Maio de 2025,,,
2025,2011,CP SOCIEDADE CIVIL DE ASSISTÊNCIA A MENORES - CASA DA DINDA,Parceira,Creche Parceira,2.0,2.15,"RUA PETROCOCHINO, 74",VILA ISABEL,-22.91421868,-43.25481999,45.0,13.0,15.0,17.0,0.0,45.0,0.0,12.0,4.0,3.0,5.0,26.666666666666668,25 a 75 por 100 matriculados,Maio de 2025,,,
2025,6015,CP AEMMAC - PAVUNA,Parceira,Creche Parceira,6.0,6.6,"PRAÇA NOSSA SENHORA DAS DORES, 14",PAVUNA,-22.80827194,-43.36968857,357.0,60.0,144.0,153.0,0.0,365.0,0.0,11.0,11.0,0.0,0.0,3.081232492997199,Até 25 por 100 matriculados,Maio de 2025,,,
2025,7015,CP CRECHE CANTINHO FELIZ II,Parceira,Creche Parceira,7.0,7.25,"PRAÇA VARGEM GRANDE, LOTE 52",VARGEM GRANDE,-22.98393,-43.49695,216.0,68.0,61.0,87.0,0.0,232.0,0.0,11.0,11.0,0.0,0.0,5.092592592592593,Até 25 por 100 matriculados,Maio de 2025,,,
2025,918808,Espaço de Desenvolvimento Infantil Professora Marta Regina Perrota,Pública,EDI,9.0,9.2,Rua Cabo Fidelis S/Nº,Campo Grande,-22.929639,-43.566393,129.0,25.0,45.0,59.0,6.0,0.0,0.0,11.0,11.0,0.0,0.0,8.527131782945736,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,625804,Espaço de Desenvolvimento Infantil Professora Helia Lúcia Moreno Ferreira,Pública,EDI,6.0,6.6,Rua Gil Eanes,Costa Barros,-22.821307,-43.361933,120.0,25.0,47.0,48.0,5.0,0.0,0.0,11.0,11.0,0.0,0.0,9.166666666666666,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,4013,CP RECANTO DA CRIANÇA FELIZ,Parceira,Creche Parceira,4.0,4.11,"RUA ISMAEL ROCHA, LOTE 124",RAMOS,-22.84581315,-43.24890236,80.0,0.0,40.0,40.0,0.0,80.0,0.0,11.0,0.0,11.0,0.0,13.75,Até 25 por 100 matriculados,Maio de 2025,,,
2025,2012,CP GRUPO COMUNITÁRIO CRECHE ESCOLA TIA MAURA,Parceira,Creche Parceira,2.0,2.6,"ESTR. DAS CANOAS, 720",SÃO CONRADO,-22.99453304,-43.27299073,68.0,25.0,24.0,19.0,0.0,70.0,0.0,11.0,11.0,0.0,0.0,16.176470588235293,Até 25 por 100 matriculados,Maio de 2025,,,
2025,3040,CP ASSOCIAÇÃO CRESCENCIO UNIDADE II,Parceira,Creche Parceira,3.0,3.3,"ANTÔNIO PORTELA,29",ENGENHO NOVO,-22.90891203,-43.26861001,67.0,17.0,35.0,15.0,0.0,70.0,0.0,11.0,7.0,4.0,0.0,16.417910447761194,Até 25 por 100 matriculados,Maio de 2025,,,
2025,918620,Creche Municipal Emilio Ibrahim Lázaro Jubram Dib,Pública,Creche,9.0,9.19,Rua Beira Rio s/nº,Campo Grande,-22.919907,-43.555444,199.0,58.0,66.0,75.0,11.0,0.0,0.0,10.0,10.0,0.0,0.0,5.025125628140704,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,11004,CP CENTRO DE ATIVIDADES EDUCACIONAIS E CULTURAIS ARCA DE NOÉ - CAECAN,Parceira,Creche Parceira,11.0,11.3,"RUA MITÁ, 115",ILHA DO GOVERNADOR / GUARABU,-22.80427,-43.19551,148.0,36.0,44.0,68.0,0.0,151.0,0.0,10.0,8.0,2.0,0.0,6.756756756756757,Até 25 por 100 matriculados,Maio de 2025,,,
2025,1009,CP CRECHE COMUNITÁRIA ANITA WAY,Parceira,Creche Parceira,1.0,1.5,"RUA DA AMÉRICA, 81",SANTO CRISTO,-22.9009354,-43.1977302,129.0,11.0,63.0,55.0,0.0,130.0,0.0,10.0,3.0,7.0,0.0,7.751937984496124,Até 25 por 100 matriculados,Maio de 2025,,,
2025,10062,CP CENTRO CULTURAL DE DESENVOLVIMENTO INFANTIL JOÃO BATISTA,Parceira,Creche Parceira,10.0,10.28,"RUA  MARICOABO, 130, LOTE 24, QUADRA 63",GUARATIBA,-22.97964,-43.66379,106.0,28.0,38.0,40.0,0.0,112.0,2.0,10.0,0.0,4.0,6.0,9.433962264150944,Até 25 por 100 matriculados,Maio de 2025,,,
2025,313809,Espaço de Desenvolvimento Infantil Escultora Lygia Clark,Pública,EDI,3.0,3.7,"Travessa Soares Pereira, nº 13",Água Santa,-22.90646,-43.313662,98.0,0.0,48.0,50.0,4.0,0.0,0.0,10.0,0.0,3.0,7.0,10.204081632653061,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,716804,Espaço de Desenvolvimento Infantil Rodrigo Lopes da Silva - Tikinho,Pública,EDI,7.0,7.11,Rua Vila Aurora s/nº,Curicica,-22.945659,-43.378626,56.0,0.0,19.0,37.0,3.0,0.0,0.0,10.0,0.0,5.0,5.0,17.857142857142858,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,313804,Espaço de Desenvolvimento Infantil George Bernanos,Pública,EDI,3.0,3.1,"Pça. Avai, S/Nº",Cachambi,-22.892515,-43.276286,46.0,0.0,23.0,23.0,2.0,0.0,0.0,10.0,0.0,0.0,10.0,21.73913043478261,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,4024,CP CRECHE VALE DO SOL,Parceira,Creche Parceira,4.0,4.15,"RUA MAJOR REGO, 300",OLARIA,-22.85146702,-43.27229563,264.0,54.0,100.0,110.0,0.0,269.0,0.0,9.0,7.0,2.0,0.0,3.409090909090909,Até 25 por 100 matriculados,Maio de 2025,,,
2025,8007,CP CRECHE E ESCOLA COMUNITÁRIA GENTE INOCENTE - BANGU,Parceira,Creche Parceira,8.0,8.8,"ESTR. DA ÁGUA BRANCA, 4296",BANGU,-22.86206558,-43.45701633,210.0,72.0,69.0,69.0,0.0,214.0,0.0,9.0,9.0,0.0,0.0,4.285714285714286,Até 25 por 100 matriculados,Maio de 2025,,,
2025,918832,Espaço de Desenvolvimento Infantil Jacintha Reis Ferreira,Pública,EDI,9.0,9.23,"Rua Paçuaré, 0 - PAL 41.746",Cosmos,-22.922708,-43.620744,167.0,49.0,70.0,48.0,7.0,0.0,0.0,9.0,9.0,0.0,0.0,5.389221556886228,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,10027,CP CRECHE CASULO AGOSTINHO - SANTA CRUZ,Parceira,Creche Parceira,10.0,10.11,"RUA BATISTA, 51",SANTA CRUZ,-22.90966,-43.67976,160.0,48.0,55.0,57.0,0.0,160.0,0.0,9.0,9.0,0.0,0.0,5.625,Até 25 por 100 matriculados,Maio de 2025,,,
2025,10041,CP CRECHE BEZERRA DE MENEZES - SANTA CRUZ,Parceira,Creche Parceira,10.0,10.1,"AVENIDA ANTARES, 2991",SANTA CRUZ,-22.92397,-43.67806,157.0,50.0,51.0,56.0,0.0,160.0,0.0,9.0,9.0,0.0,0.0,5.732484076433121,Até 25 por 100 matriculados,Maio de 2025,,,
2025,430807,Espaço de Desenvolvimento Infantil Maria Amélia Castro e Silva Belfort,Pública,EDI,4.0,4.8,"Rua Teixeira Ribeiro, 1000 - bloco VIII - Campus Maré",Bonsucesso (Maré),-22.856902,-43.239377,140.0,49.0,44.0,47.0,6.0,0.0,0.0,9.0,8.0,0.0,1.0,6.428571428571429,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,313609,Creche Municipal Recanto da Cachoeira,Pública,Creche,3.0,3.5,Rua Sincorá - Cachoeira Grande s/nº,Lins de Vasconcelos,-22.919202,-43.284753,120.0,46.0,39.0,35.0,6.0,0.0,0.0,9.0,9.0,0.0,0.0,7.5,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,1019623,Creche Municipal Sempre Vida Terra da Paz,Pública,Creche,10.0,10.19,"Rua Para Sempre, S/Nº",Paciência,-22.921142,-43.630065,114.0,25.0,43.0,46.0,5.0,0.0,0.0,9.0,6.0,0.0,3.0,7.894736842105263,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,833601,Creche Municipal Casa de Realengo,Pública,Creche,8.0,8.6,"Rua Dr. Lessa, 21S/N",Realengo,-22.880628,-43.430644,114.0,22.0,70.0,22.0,5.0,0.0,0.0,9.0,9.0,0.0,0.0,7.894736842105263,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,8014,"CP DO.RA., A AVENTUREIRA",Parceira,Creche Parceira,8.0,8.8,"RUA DOS ESTAMPADORES, 306",BANGU,-22.88082,-43.4709,88.0,0.0,42.0,46.0,0.0,92.0,0.0,9.0,0.0,8.0,1.0,10.227272727272727,Até 25 por 100 matriculados,Maio de 2025,,,
2025,8018,CP CRECHE COMUNITÁRIA ESTRELINHA,Parceira,Creche Parceira,8.0,8.8,"RUA DOUTOR AUGUSTO FIGUEIREDO, 93",SENADOR CAMARÁ,-22.87388,-43.48101,72.0,0.0,27.0,45.0,0.0,72.0,0.0,9.0,0.0,9.0,0.0,12.5,Até 25 por 100 matriculados,Maio de 2025,,,
2025,515608,Creche Municipal Maria José de Paula de Jesus,Pública,Creche,5.0,5.8,Rua Manuel Machado s/n,Vaz Lobo,-22.857199,-43.334689,66.0,19.0,24.0,23.0,3.0,0.0,0.0,9.0,0.0,0.0,9.0,13.636363636363637,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,3030,CP CRECHE TIO KITO,Parceira,Creche Parceira,3.0,3.3,"AV. MARECHAL RONDON, 2649",SÃO FRANCISCO XAVIER,-22.90433894,-43.26414042,60.0,25.0,13.0,22.0,0.0,80.0,18.0,9.0,7.0,2.0,0.0,15.0,Até 25 por 100 matriculados,Maio de 2025,,,
2025,4036,CP CRECHE GIZ COLORIDO,Parceira,Creche Parceira,4.0,4.14,"RUA ITABIRA, 297",BRÁS DE PINA,-22.82947091,-43.29392752,57.0,18.0,19.0,20.0,0.0,58.0,0.0,9.0,0.0,4.0,5.0,15.789473684210526,Até 25 por 100 matriculados,Maio de 2025,,,
2025,1005,CP CASA MATERNAL CORAÇÃO DE MÃE,Parceira,Creche Parceira,1.0,1.7,"RUA CONCEIÇÃO, Nº 01 - COMPLEXO DO TURANO",RIO COMPRIDO,-22.92507123,-43.21432426,40.0,0.0,18.0,22.0,0.0,40.0,0.0,9.0,0.0,7.0,2.0,22.5,Até 25 por 100 matriculados,Maio de 2025,,,
2025,515803,Espaço de Desenvolvimento Infantil Pio XII,Pública,EDI,5.0,5.11,Rua Dos Rubis 941,Rocha Miranda,-22.845923,-43.351168,25.0,0.0,0.0,25.0,1.0,0.0,0.0,9.0,0.0,0.0,9.0,36.0,25 a 75 por 100 matriculados,Consolidado público de 2025,,,
2025,724801,Espaço de Desenvolvimento Infantil Milena Santos Nascimento,Pública,EDI,7.0,7.28,RuaTeotônio Vilela com Rua Gilberto Freire s/nº,Recreio,-23.023984,-43.489959,184.0,50.0,74.0,60.0,8.0,0.0,0.0,8.0,7.0,1.0,0.0,4.3478260869565215,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,918825,Espaço de Desenvolvimento Infantil Professora Terezinha de Jesus Siqueira Brown,Pública,EDI,9.0,9.7,"Rua Jaquatirica, 200 (antiga Rua da Anta)",Campo Grande,-22.875422,-43.536818,184.0,25.0,69.0,90.0,9.0,0.0,0.0,8.0,8.0,0.0,0.0,4.3478260869565215,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,312813,EDI JORNALISTA JORGE BASTOS MORENO,Pública,EDI,3.0,3.1,RUA ANA NERI 1552 BLOCO 1,ROCHA,-22.90075,-43.25066,173.0,44.0,63.0,66.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,4.624277456647399,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,10030,CP INSTITUTO AVELINO - GUARATIBA,Parceira,Creche Parceira,10.0,10.28,"RUA PROFESSOR CHARLEY LACHMUND, 290",PEDRA DE GUARATIBA,-22.97091,-43.65353,142.0,38.0,60.0,44.0,0.0,142.0,0.0,8.0,2.0,2.0,4.0,5.633802816901408,Até 25 por 100 matriculados,Maio de 2025,,,
2025,4010,CP CRECHE COMUNITÁRIA SAGRADO CORAÇÃO DE MARIA,Parceira,Creche Parceira,4.0,4.4,"RUA CARMELA DUTRA, 24",BONSUCESSO,-22.85783,-43.24325,123.0,0.0,73.0,50.0,0.0,125.0,0.0,8.0,0.0,4.0,4.0,6.504065040650406,Até 25 por 100 matriculados,Maio de 2025,,,
2025,102606,Creche Municipal George Savalla Gomes - Palhaço Carequinha,Pública,Creche,1.0,1.7,Rua Gustavo Barroso s/nº,Centro,-22.906898,-43.193638,94.0,48.0,46.0,0.0,4.0,0.0,0.0,8.0,7.0,1.0,0.0,8.51063829787234,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,4007,CP CRECHE CASULO BOM JESUS DA PENHA,Parceira,Creche Parceira,4.0,4.16,"AV. BRÁS DE PINA, 181",RAMOS,-22.84171675,-43.28014224,83.0,0.0,43.0,40.0,0.0,84.0,0.0,8.0,0.0,2.0,6.0,9.63855421686747,Até 25 por 100 matriculados,Maio de 2025,,,
2025,918609,Creche Municipal Adélia Vieira,Pública,Creche,9.0,9.9,"Rua Capelinha, s/nº Vila Santa Rosa",Inhoaíba - Campo Grande,-22.888013,-43.587225,55.0,0.0,14.0,41.0,3.0,0.0,0.0,8.0,0.0,8.0,0.0,14.545454545454545,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,10066,CP CRECHE COMUNITÁRIA ARTE & CULTURA,Parceira,Creche Parceira,10.0,10.5,"ESTRADA ATERRADO DO LEME, 426",SANTA CRUZ,-22.90686866,-43.6581032,227.0,72.0,76.0,79.0,0.0,250.0,15.0,7.0,5.0,2.0,0.0,3.0837004405286343,Até 25 por 100 matriculados,Maio de 2025,,,
2025,625819,Espaço de Desenvolvimento Infantil Professora Mariza Pimenta,Pública,EDI,6.0,6.8,"Rua Tocantis, s/n.º",Pavuna,-22.81986,-43.377041,177.0,50.0,51.0,76.0,7.0,0.0,0.0,7.0,7.0,0.0,0.0,3.9548022598870056,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,918835,Espaço de Desenvolvimento Infantil Medalhista Artur Nory,Pública,EDI,9.0,9.1,Rua Campo Grande (CAIC),Campo Grande,-22.90624,-43.588702,163.0,47.0,50.0,66.0,7.0,0.0,0.0,7.0,5.0,2.0,0.0,4.294478527607362,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,328604,Creche Municipal da Comunidade do Jacarezinho,Pública,Creche,3.0,3.13,Rua Do Comércio - Praça do Azul s/n,Jacarezinho,-22.888592,-43.263362,145.0,50.0,49.0,46.0,6.0,0.0,0.0,7.0,5.0,1.0,1.0,4.827586206896552,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,10042,CP CICIM II,Parceira,Creche Parceira,10.0,10.9,"ESTRADA DE SEPETIBA, S/Nº,  AVENIDA 2, Nº 400 - CONJ. NOVA SEPETIBA",SEPETIBA,-22.94751,-43.67828,125.0,48.0,33.0,44.0,0.0,128.0,0.0,7.0,5.0,1.0,1.0,5.6,Até 25 por 100 matriculados,Maio de 2025,,,
2025,918616,Creche Municipal Padre Valter da Costa Santos,Pública,Creche,9.0,9.5,Luis Carlos Prester - Comunidade Santa Maria s/nº,Campo Grande,-22.877052,-43.58049,123.0,25.0,50.0,48.0,5.0,0.0,0.0,7.0,0.0,3.0,4.0,5.691056910569106,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,625608,Creche Municipal Major Celestino R. dos Santos,Pública,Creche,6.0,6.3,Av. Brasil 18.476,Conj. Hab. Amarelinho - Irajá,-22.826122,-43.338803,117.0,0.0,48.0,69.0,5.0,0.0,0.0,7.0,0.0,7.0,0.0,5.982905982905983,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,101603,Creche Municipal Senninha,Pública,Creche,1.0,1.1,Travessa Mangueira - Parque Boa Esperança S/N°,Caju,-22.882989,-43.228696,94.0,49.0,22.0,23.0,4.0,0.0,0.0,7.0,0.0,7.0,0.0,7.446808510638298,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,514601,Creche Municipal Tio Sebastião Xavier,Pública,Creche,5.0,5.1,"Rua Soldado Servino Mengarda, 300 - Conj Hab Vicente de Carvalho",Vila Kosmos,-22.849085,-43.303981,91.0,0.0,22.0,69.0,4.0,0.0,0.0,7.0,0.0,7.0,0.0,7.6923076923076925,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,625801,Espaço de Desenvolvimento Infantil Professora Rosenice Rocha Roque,Pública,EDI,6.0,6.1,"Rua das Amêndoas, s/n°",Barros Filho,-22.838141,-43.367654,88.0,22.0,22.0,44.0,5.0,0.0,0.0,7.0,0.0,7.0,0.0,7.954545454545454,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,6004,CP CENTRO COMUNITÁRIO PARQUE UNIDOS DE ACARI,Parceira,Creche Parceira,6.0,6.4,"RUA PADRE LIMA, 482",ACARI,-22.82067,-43.34701,84.0,10.0,32.0,42.0,0.0,84.0,0.0,7.0,7.0,0.0,0.0,8.333333333333334,Até 25 por 100 matriculados,Maio de 2025,,,
2025,817613,Creche Municipal Célia Alencar,Pública,Creche,8.0,8.16,Rua Belizário De Souza - Vila Vintém 704,Padre Miguel,-22.875707,-43.441092,82.0,0.0,36.0,46.0,4.0,0.0,0.0,7.0,0.0,0.0,7.0,8.536585365853659,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,8006,CP FUNDAÇÃO CASA DA JOANINHA - CRECHE,Parceira,Creche Parceira,8.0,8.5,"ESTR. DA ÁGUA BRANCA, 640",MAGALHÃES BASTOS,-22.8683,-43.42191,50.0,0.0,20.0,30.0,0.0,50.0,0.0,7.0,0.0,6.0,1.0,14.0,Até 25 por 100 matriculados,Maio de 2025,,,
2025,2041,CP CRECHE E PRÉ-ESCOLA COMUNITÁRIA DO 199 PINGO DE GENTE,Parceira,Creche Parceira,2.0,2.5,"ESTR. DA GÁVEA, 199-BECO 1/5/65 CASA 34",ROCINHA,-22.98565589,-43.24294428,44.0,11.0,16.0,17.0,0.0,50.0,6.0,7.0,3.0,2.0,2.0,15.909090909090908,Até 25 por 100 matriculados,Maio de 2025,,,
2025,10040,CP CICIM I,Parceira,Creche Parceira,10.0,10.9,"RUA 39, S/Nº - CONJ. NOVA SEPETIBA",SEPETIBA,-23.00534,-43.62616,200.0,54.0,74.0,72.0,0.0,200.0,0.0,6.0,2.0,2.0,2.0,3.0,Até 25 por 100 matriculados,Maio de 2025,,,
2025,625614,Creche Municipal Simone de Beauvoir,Pública,Creche,6.0,6.5,Rua Sérgio de Siqueira Macedo 420,Costa Barros,-22.814685,-43.367493,194.0,48.0,71.0,75.0,8.0,0.0,0.0,6.0,6.0,0.0,0.0,3.0927835051546393,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,918836,Espaço de Desenvolvimento Infantil Medalhista Rafael Silva,Pública,EDI,9.0,9.7,Rua Doutor Juvenal Murtinho - Comunidade Estrada da Posse (substituindo o 09.02.10) - PAL 47.006,Santíssimo,-22.875386,-43.533794,185.0,45.0,73.0,67.0,8.0,0.0,0.0,6.0,4.0,1.0,1.0,3.2432432432432434,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,4045,CP CRECHE CRIANÇA FELIZ EM LUCAS,Parceira,Creche Parceira,4.0,4.23,"RUA DEMOCRACIA, 27",PARADA DE LUCAS,-22.81241883,-43.29846109,155.0,43.0,46.0,66.0,0.0,157.0,0.0,6.0,4.0,2.0,0.0,3.870967741935484,Até 25 por 100 matriculados,Maio de 2025,,,
2025,724601,Creche Municipal Maria Vieira Bazani,Pública,Creche,7.0,7.28,"Rua Teotônio Vilela, S/Nº - Canal Das Taxas",Recreio dos Bandeirantes,-23.027024,-43.485789,142.0,49.0,49.0,44.0,6.0,0.0,0.0,6.0,5.0,1.0,0.0,4.225352112676056,Até 25 por 100 matriculados,Consolidado público de 2025,,,
2025,101607,Creche Municipal Tia Dora,Pública,Creche,1.0,1.6,Rua Barão da Gamboa 203,Santo Cristo,-22.898108,-43.197524,132.0,43.0,48.0,41.0,6.0,0.0,0.0,6.0,3.0,3.0,0.0,4.545454545454546,Até 25 por 100 matriculados,Consolidado público de 2025,,,
